NGTS_ID,Gaia_ID,RA,Dec,NGTS_mag,G_mag,BP_mag,RP_mag,Ks_mag,GmK,SpT,mult,amp_data,amp_GP,P_GP,P_GPue,P_GPle,P_LS,P_GACF,method,Prot,dr2_source_id,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_pass_author_quality,flag_benchmark_period
7757,2320932951607396992,00:05:20.308,-29:30:55.940,14.61,15.16,16.1,14.2,12.1,3.05,M0,--,26.78,23.86,5.83534,0.02838,0.0276,5.92758,5.91050,GP,5.83534,2320932951607396992,1.9000000000000021,2320932951607396992,0.105286136,-0.017705917,1.3348541002582817,-29.515603143470525,4.181181055545557,0.027391076,152.64757,18.766330142573544,3.0016866015625583,1.0200645,1476.5563,15.13888,263.5122,16909.189333780687,505.9177,1.3244029,0,0,0,1,1.9049158,0.9436245,0.9612913,15.161492,9.039965,2,4.1564236,,,16.992415575848366,-79.58290357059089,348.4766740840412,-27.391701178654568,0,4000.4333,3995.7803,4009.7383,0.4655,0.3309,0.1825,3875.259910368244,0,False,0.017705917,False,8.24537464594853,False,False,False,False,True,True
8007,2320973839695997824,00:04:05.699,-29:33:03.777,14.15,14.69,15.58,13.77,11.77,2.93,K9,c,22.43,29.45,10.418,0.09497,0.11207,10.74492,10.42240,GP,10.418,2320973839695997824,1.8100000000000005,2320973839695997824,0.010088772,-0.011702538,1.0240100842328546,-29.551100612025035,4.200281729342616,0.027501144,152.73117,18.949950020340797,1.804436487000642,1.3361094,1217.6079,14.680808,325.27164,24896.32288393041,515.2363,1.310994,0,0,0,0,1.7919731,0.8687229,0.9232502,6.1685567,4.0390234,2,5.2541876,,,17.066879892581788,-79.31046945691281,348.1865203256015,-27.302350662936696,0,4126.6147,4111.3784,4138.6343,0.4953,0.3574,0.1943,3963.068245239556,0,False,0.011702538,False,7.7972001733534615,True,True,False,True,True,False
8116,2320927007372603648,00:04:58.600,-29:33:47.594,11.1,11.41,11.73,10.95,10.09,1.31,G0,--,22.13,18.41,2.89051,0.01685,0.0163,2.8441,2.89270,GP,2.89051,2320927007372603648,0.7800000000000011,2320927007372603648,0.16425872,0.0017995834,1.2444248935024886,-29.56325704781739,4.253150898989634,0.021945737,193.80305,19.074423037856995,2.4141356511783454,1.1335871,1502.526,11.408843,518.69916,333894.6000594145,720.6663,1.1989311,0,0,0,0,0.77024174,0.30027103,0.4699707,5.5373244,0.70829904,1,48.304543,21.806385,16.484995,16.81348327453148,-79.49684919951115,348.37340670033433,-27.399068446968013,0,5810.6987,5807.06,5816.2197,0.0042,0.0035,0.0019,5943.248499183059,0,False,0.0017995834,False,4.5523969978125205,False,False,False,False,True,True
8299,2320927484113278976,00:04:39.506,-29:35:19.728,12.77,13.18,13.7,12.52,11.13,2.05,K3,--,26.3,27.29,7.45707,0.07862,0.07603,7.61707,7.54330,GP,7.45707,2320927484113278976,1.1799999999999997,2320927484113278976,0.048489723,-0.0060653687,1.1648596014699664,-29.58886130546533,4.188339487241511,0.014205342,294.84256,18.76530151832458,2.5250203573456673,1.0254786,1116.8679,13.171707,301.989,78482.22527397038,384.0087,1.2289059,0,0,0,0,1.1661196,0.5053797,0.6607399,7.105873,3.1456676,2,13.712944,,,16.74549354246672,-79.42412171409794,348.2908067783132,-27.390965277693347,0,5006.4307,4995.3423,5015.052,0.1794,0.1419,0.0749,4842.715610961066,0,False,0.0060653687,False,6.281916534901862,False,False,False,False,True,True
8749,2320916768170630912,00:05:59.016,-29:39:04.517,11.19,11.52,11.85,11.06,10.19,1.33,G1,--,27.39,25.26,3.07041,0.00818,0.00804,3.0729,3.07510,GP,3.07041,2320916768170630912,0.7899999999999991,2320916768170630912,0.23452856,0.0016460419,1.4961322347570758,-29.651304471874884,4.181159725689219,0.015067544,277.49445,19.032266969354225,2.663394723352688,0.8691518,1440.4117,11.521336,416.61496,301832.6252909939,574.94006,1.1961607,0,0,0,0,0.7820406,0.30918503,0.47285557,5.6645193,1.4324117,1,41.67177,23.559753,4.4928865,16.103676530479284,-79.69487657025974,348.54943236316365,-27.575873883516113,0,5753.8687,5752.337,5755.84,0.0007,0.0006,0.0003,5912.551598265498,0,False,0.0016460419,False,4.627819394187339,False,False,False,False,True,True
8811,2320881377640416640,00:02:51.079,-29:39:45.445,13.86,14.28,15.01,13.45,11.58,2.7,K6.5,--,74.71,81.08,1.18205,0.00073,0.00071,1.18279,1.18312,GP,1.18205,2320881377640416640,1.5600000000000005,2320881377640416640,0.04248769,0.0003042221,0.713058585415286,-29.662678420573517,4.2514688475921645,0.02026963,209.74576,19.32054387034098,2.12702074464341,1.0197096,455.77322,14.281043,120.809326,33145.8333980054,158.63342,1.2798848,0,0,0,0,1.5582361,0.7240162,0.83421993,31.349014,8.599104,2,8.627229,,,16.74032516707494,-79.02450795933616,347.8582802243548,-27.281133770289788,0,4121.213,4116.1934,4128.8125,0.007,0.0051,0.0028,4236.970065933918,0,False,0.0003042221,False,7.423738058447945,False,False,True,True,True,False
8947,2320875467765417984,00:02:47.165,-29:40:49.781,15.72,16.29,17.71,15.12,12.61,3.68,M3.5,c,57.34,35.08,0.33726,0.00055,0.00065,0.3385,4.55110,LS,0.3385,2320875467765417984,2.5900000000000016,2320875467765417984,0.09172275,-0.01651764,0.6967772777561572,-29.68057504170324,4.256827198825194,0.06257646,68.026024,18.95131142001197,2.7569147555717253,1.1675307,1103.8733,16.27542,109.84725,7273.070815454246,534.56976,1.4442062,0,2,0,0,2.6128025,1.4309845,1.181818,,,,,,,16.661393228566045,-79.00735487399866,347.8350333618189,-27.29080684378836,0,3408.3066,3404.3384,3413.1824,0.7262,0.4727,0.3011,3398.390062274644,0,False,0.01651764,False,9.420849339392271,False,True,False,True,True,False
8989,2332876705901848704,00:00:52.967,-29:41:08.530,14.26,15.61,16.91,14.46,12.04,3.58,M3,c,18.28,12.62,5.26814,0.00872,0.00911,5.25983,5.23120,GP,5.26814,2332876705901848704,2.4499999999999993,2332876705901848704,0.1442875,-0.018018723,0.22040458657541429,-29.686122919545795,3.9199423680514953,0.06717925,58.350494,18.806833549769248,2.44885379040971,1.6965829,895.0547,15.595233,170.55978,13253.022262108982,454.47192,1.4346285,0,2,0,1,2.4623985,1.3092737,1.1531248,-5.150329,6.7805376,2,4.715929,,,17.00987921717573,-78.59902434503353,347.416050069597,-27.110681595191384,0,3538.3474,3531.5862,3544.635,0.7802,0.5168,0.3197,3467.540111210168,1,True,0.018018723,False,8.561631373382145,True,True,False,True,True,False
8993,2320924464751966720,00:04:43.509,-29:41:04.547,13.02,13.45,14.03,12.75,11.26,2.19,K3.5,--,49.54,39.75,5.61325,0.0506,0.03917,5.71842,5.64187,GP,5.61325,2320924464751966720,1.2799999999999994,2320924464751966720,0.05177338,-0.0027275085,1.1815370183433032,-29.684653627872606,4.247685514470107,0.01526127,278.33105,18.870909139931946,2.9690560989725236,0.9780184,970.46405,13.451098,211.8487,63206.61486637622,357.26074,1.2409874,0,0,0,0,1.2597227,0.5546131,0.7051096,5.512565,2.572522,2,14.489642,,,16.218137908098694,-79.42027791461034,348.2570436976114,-27.483097637286086,0,4652.294,4631.2686,4666.9106,0.1363,0.1058,0.056,4647.1807783257855,0,False,0.0027275085,False,6.591860219278384,False,False,False,False,True,True
9063,2320924155514321536,00:04:38.583,-29:41:43.163,15.5,16.09,17.31,14.99,12.64,3.45,M2.5,--,63.76,54.74,0.72636,0.0001,8e-05,0.72625,0.72629,GP,0.72636,2320924155514321536,2.3199999999999985,2320924155514321536,0.1054547,-0.017419815,1.1609989441999227,-29.695387535339375,4.263364962725744,0.046828542,91.04202,18.320673080094792,2.796729958965676,1.0082537,1341.578,16.069511,136.9696,8167.461289929569,393.74167,1.3963307,0,0,0,0,2.3251972,1.2233639,1.1018333,,,,,,,16.179616782339867,-79.40069647210994,348.23364214813455,-27.484694316216594,0,,,,,,,3541.604781484959,0,False,0.017419815,False,9.218273972321835,False,False,False,False,True,True
9188,2320886222363524992,00:02:11.661,-29:41:39.217,11.39,11.73,12.07,11.24,10.33,1.4,G2,--,19.92,18.68,3.90646,0.02472,0.02295,3.88382,---,GP,3.90646,2320886222363524992,0.8300000000000001,2320886222363524992,0.19695197,-0.0061454773,0.5487799739691944,-29.694281398352945,4.261785536256554,0.017383395,245.16417,18.8978766747789,2.488696263972839,1.1362586,1346.6154,11.722657,402.31693,255097.2500548898,574.8915,1.1998738,0,22,0,22,0.81589127,0.32436466,0.4915266,5.151853,1.0076084,1,38.35204,11.339164,30.170504,16.712176292675302,-78.8784224818344,347.698777824972,-27.245531160245324,0,5750.12,5743.697,5758.3843,0.0229,0.0191,0.0103,5788.77395598725,0,False,0.0061454773,False,4.870615159373495,False,False,False,False,True,True
9443,2320874054720005248,00:03:06.827,-29:44:46.361,14.11,14.6,15.41,13.72,11.83,2.77,K7,--,36.09,36.67,5.86404,0.02035,0.02179,5.83817,5.85980,GP,5.86404,2320874054720005248,1.6899999999999995,2320874054720005248,0.037831552,-0.015764236,0.778691104580573,-29.74626717178234,4.243456455902075,0.023451217,180.94824,18.08755769183884,2.848374127705703,0.9846534,1692.9856,14.583324,418.30728,26072.551561315307,638.80023,1.2905097,0,25,0,0,1.6750193,0.7991314,0.8758879,-9.334608,6.9794054,2,7.335346,,,16.252606922819442,-79.06508181643987,347.87353311875677,-27.381400294898256,0,4178.3823,4174.521,4183.7324,0.3237,0.2369,0.1269,4088.1327312071708,0,False,0.015764236,False,7.721923182553379,False,False,True,True,True,False
9539,2320829975471863168,00:04:21.686,-29:45:29.810,13.03,13.5,14.09,12.8,11.35,2.16,K3,--,18.07,16.47,8.3348,0.05205,0.05229,8.32707,8.37630,GP,8.3348,2320829975471863168,1.2899999999999991,2320829975471863168,0.07793725,-0.013346672,1.090614534376695,-29.75833830041943,4.247773199777036,0.015277776,278.0361,19.15494787197062,2.7636415085842625,0.974738,2616.7576,13.489881,576.3332,60911.67130170232,1006.92334,1.2374717,0,0,0,1,1.2645998,0.5608635,0.7037363,1.9094957,2.3762293,2,13.317043,,,15.909930380052824,-79.32843764241109,348.14022986921634,-27.5135588293822,0,4686.523,4675.7065,4722.9146,0.0443,0.0343,0.018,4629.3582181365655,0,False,0.013346672,False,6.630687164442826,False,False,False,False,True,True
9681,2320862200611102848,00:01:46.446,-29:46:38.498,11.76,12.08,12.47,11.53,10.41,1.66,G9,c,28.14,33.26,2.34444,0.00701,0.00739,2.35688,2.34590,GP,2.34444,2320862200611102848,0.9400000000000013,2320862200611102848,0.26000807,-0.0014801025,0.44372056952986866,-29.777423353479293,4.275770248723719,0.014273414,299.56183,18.613720106653513,2.2077300320478557,0.9616418,833.2825,12.078456,233.18611,194609.26461393497,316.59656,1.2108539,0,1,0,1,0.93562126,0.3821516,0.55346966,4.712476,6.2986903,1,37.278446,47.408722,40.643814,16.37594601255059,-78.773593038938,347.56514793669,-27.27906470604059,0,5747.264,5721.7896,5767.657,0.3316,0.2755,0.1479,5453.991757399257,0,False,0.0014801025,False,5.233527730412142,False,True,True,True,True,False
9731,2320908178235983360,00:05:17.520,-29:46:57.099,12.78,13.22,13.75,12.55,11.14,2.08,K3,--,49.02,47.05,7.44654,0.06765,0.0659,7.64343,7.62760,GP,7.44654,2320908178235983360,1.1999999999999993,2320908178235983360,0.0705986,-0.009012222,1.3232460421113306,-29.782582867935975,4.264059680975015,0.013715957,310.88312,19.25458985717049,2.2837556304601505,1.0489103,895.85016,13.210235,243.51949,76351.04477127634,326.11893,1.2309037,0,1,0,1,1.1847696,0.51539326,0.6693764,6.661252,1.8562326,2,15.774769,,,15.558725467195282,-79.52133430053954,348.3315446016972,-27.62581834556711,0,4786.283,4774.602,4799.3257,0.0991,0.078,0.0413,4800.962651894803,0,False,0.009012222,False,6.359351014870844,False,False,False,False,True,True
9739,2320873749778503552,00:02:48.191,-29:46:34.564,13.15,13.47,14.03,12.77,11.32,2.15,K3,--,50.2,37.08,7.78248,0.07446,0.04813,7.73373,7.93800,GP,7.78248,2320873749778503552,1.2599999999999998,2320873749778503552,0.070050284,-0.009625435,0.7010370432150338,-29.776333936403493,4.174000087400653,0.015796468,264.2363,18.46534751176149,2.502188957003658,1.0043402,844.00775,13.456072,180.59406,62441.781737591395,311.71066,1.238659,0,0,0,0,1.2421169,0.5452528,0.6968641,5.644338,1.6971248,2,15.903893,,,16.16466342129141,-78.9931914760253,347.790492322528,-27.37808714707424,0,4698.481,4686.9653,4711.727,0.1011,0.0789,0.0416,4683.724683670187,0,False,0.009625435,False,6.558834122753989,False,False,False,False,True,True
9825,2320863922893254656,00:00:49.984,-29:47:50.469,15.77,16.33,17.63,15.21,12.82,3.5,M3,--,50.68,29.17,1.62803,0.00091,0.0009,1.62863,1.62976,GP,1.62803,2320863922893254656,2.419999999999998,2320863922893254656,0.062750764,-0.014108658,0.20846699185800158,-29.79743084505235,4.299604324965509,0.05488494,78.33851,19.087484623553237,2.208023345981304,0.9352061,1031.0144,16.313938,150.3989,6642.295579046077,327.27032,1.4042852,0,0,0,1,2.410119,1.2882805,1.1218386,,,,,,,16.465551204026127,-78.56920097420783,347.3497019624909,-27.205612979949088,0,3450.4512,3441.709,3485.3726,0.5346,0.3547,0.2186,3483.5624881440162,0,False,0.014108658,False,9.481080596219739,False,False,False,False,True,True
9986,2320872650266808192,00:02:14.667,-29:49:03.805,12.64,13.14,13.67,12.48,11.1,2.03,K2.5,--,35.93,30.75,4.44713,0.03196,0.03239,4.33175,4.44730,GP,4.44713,2320872650266808192,1.1899999999999995,2320872650266808192,0.079180464,-0.020946503,0.5613172874928656,-29.817790793857256,4.205801856969868,0.014166304,296.88773,18.56240586357712,2.6212153762921915,0.9446356,749.3024,13.118407,205.72185,82362.15983706954,294.71356,1.2304416,0,1,0,1,1.160017,0.50018597,0.65983105,5.2385297,2.3533623,2,18.591902,,,16.07282558222756,-78.86627148470016,347.6475131315334,-27.360847801754264,0,5016.1533,5009.785,5022.2925,0.2183,0.1741,0.0926,4821.666668914454,0,False,0.020946503,False,6.237651291568783,False,False,False,False,True,True
9992,2320734867715638144,00:09:08.023,-29:48:28.004,12.37,12.84,13.32,12.22,10.92,1.92,K2,r,27.59,29.48,6.71008,0.03959,0.03784,6.68471,6.72580,GP,6.71008,2320734867715638144,1.0999999999999996,2320734867715638144,0.18494767,-0.012748718,2.283419022908189,-29.80781928038353,4.379162302109403,0.01677122,261.11172,19.027572797043064,2.743655781340064,1.0726904,1177.9156,12.827745,385.49515,104081.18087082017,488.33832,1.2216672,0,0,0,0,1.084281,0.46100044,0.6232805,4.14517,2.6743944,1,18.549568,,,14.372179581882829,-80.32874653976144,349.1603213713241,-28.022948035146477,0,5027.4893,5018.811,5034.3003,0.0965,0.0773,0.0409,5023.906583862639,0,False,0.012748718,False,6.034700644976045,False,False,False,False,False,False
10020,2326879660246374272,23:58:28.447,-29:49:08.145,11.39,11.77,12.12,11.28,10.36,1.42,G2,--,17.1,19.8,4.00494,0.01851,0.01796,3.95148,3.99220,GP,4.00494,2326879660246374272,0.8399999999999999,2326879660246374272,0.15983143,-0.005501747,359.6184174708657,-29.818976870812065,4.191278124586459,0.015955603,262.68378,18.755000611551413,2.54736355021075,1.083532,1444.2485,11.768649,443.2266,245675.55937783996,738.82825,1.1996889,0,0,0,0,0.82774544,0.3310871,0.49665833,4.18974,1.3976814,1,31.915754,12.452984,14.170821,16.8043075422535,-78.06137706495663,346.82436758755495,-26.99611676946441,0,5696.2275,5692.27,5701.975,0.0022,0.0018,0.001,5757.761549291387,0,False,0.005501747,False,4.880381504645673,False,False,False,False,True,True
10029,2320869897192498432,00:03:20.576,-29:49:22.480,10.84,11.13,11.43,10.71,9.96,1.17,F8,--,11.63,10.99,2.52226,0.01479,0.0143,2.52023,2.52840,GP,2.52226,2320869897192498432,0.7199999999999989,2320869901488170624,0.061181277,0.012322426,0.8359897363983704,-29.82297498426359,4.258192614422193,0.022700496,187.58148,19.114736099040872,2.7282784846003576,1.1871357,1730.798,11.143231,567.9719,413467.58061578206,889.9412,1.1930586,0,0,0,0,0.7096853,0.2732458,0.4364395,5.669688,0.6138169,1,54.494843,12.274236,15.836358,15.804501876006904,-79.09905002935461,347.88489412667866,-27.472259608206276,0,6022.735,6010.1772,6048.407,0.0104,0.0088,0.0048,6122.09778690362,0,False,0.012322426,False,4.289357903684966,False,False,False,False,True,True
10182,2320860074602561408,00:01:22.805,-29:50:36.332,12.15,12.61,13.08,12.0,10.64,1.97,K2.5,c,152.92,137.48,0.40712,7e-05,6e-05,0.40734,0.40733,GP,0.40712,2320860074602561408,1.08,2320860074602561408,0.19232154,-0.0015449524,0.34518660145884533,-29.843495257530776,4.314744520360676,0.015972685,270.13272,18.7516254566777,2.6904548500899743,1.0866282,292.91638,12.612134,86.27042,126590.73484483077,117.76768,1.2232616,0,2,0,0,1.0728483,0.45260525,0.6202431,-2.1776795,8.448612,1,26.611895,,,16.125235539135776,-78.67729980192836,347.4458432043466,-27.299882725261593,0,5449.2017,5437.5386,5460.746,0.4866,0.3959,0.2128,5072.826661645966,0,False,0.0015449524,False,5.786909409158541,False,True,True,True,True,False
10246,2320872272309687808,00:02:18.527,-29:51:08.162,12.35,12.73,13.2,12.12,10.84,1.89,K2,--,35.82,32.95,6.73474,0.08649,0.08839,6.934,6.86100,GP,6.73474,2320872272309687808,1.08,2320872272309687808,0.19265966,-0.0011720657,0.5774073452544992,-29.85233873829022,4.3028553861751515,0.015906652,270.50665,19.17831597656529,2.153873413956327,1.0840119,865.6454,12.7269,274.52637,113102.50950070533,353.32877,1.2202133,0,0,0,0,1.060482,0.44779682,0.6126852,7.577393,2.3831258,1,22.985142,,,15.883301436791223,-78.87333329842971,347.6441388524287,-27.39798800202866,0,5194.8423,5186.442,5201.8,0.2036,0.1642,0.0871,5072.826661645966,0,False,0.0011720657,False,5.895683851755775,False,False,False,False,True,True
10294,2320906872565926528,00:05:26.825,-29:51:20.358,12.05,12.43,12.86,11.86,10.75,1.68,G9,--,7.64,6.29,6.93842,0.15901,0.15179,6.37794,7.11110,GP,6.93842,2320906872565926528,1.0,2320906872565926528,0.1953057,-0.006916046,1.3620179388023141,-29.85569604974882,4.323894943748234,0.018454703,234.29773,18.91051984495609,2.0822073863922808,1.4288884,2259.78,12.42422,712.71545,143916.78987772745,1131.92,1.2126609,0,0,0,0,0.9752445,0.4036417,0.5716028,10.357252,1.9422847,1,26.205265,5.3765516,17.063543,15.126546079499803,-79.53892335138957,348.3284158637132,-27.706250959528496,2,5177.56,5175.8833,5179.6753,0.0008,0.0006,0.0003,5282.774158299196,0,False,0.006916046,False,5.60359575264118,True,False,False,True,True,False
10348,2320903883268688896,00:05:34.766,-29:51:46.914,15.96,16.49,17.85,15.35,12.96,3.53,M3,--,47.52,22.15,1.77876,0.00465,0.00419,1.78043,1.78155,GP,1.77876,2320903883268688896,2.5000000000000018,2320903883268688896,0.08116113,-0.017044067,1.3950680806703872,-29.86305700874342,4.294148213392339,0.057451252,74.74421,18.842467546313692,2.607019583286209,1.039407,1372.0026,16.475374,81.01997,5855.714922293438,449.9082,1.4167199,0,1,0,2,2.5091085,1.3626804,1.1464281,,,,,,,15.053089183448355,-79.56534861505382,348.3536079064541,-27.725702806565607,0,3468.7922,3450.921,3473.3313,0.6702,0.4409,0.2755,3441.9737503093347,0,False,0.017044067,False,9.63975937240489,False,False,False,False,True,True
10446,2320871447675969664,00:02:25.864,-29:52:39.042,15.13,15.64,16.73,14.6,12.39,3.26,M1,--,30.21,20.48,2.18994,0.00382,0.00419,2.195,2.18800,GP,2.18994,2320871447675969664,2.130000000000001,2320871447675969664,0.07682364,-0.015821457,0.6079867862821534,-29.87754882408371,4.262930267298515,0.042793807,99.61559,18.887234104844058,3.2239753894641776,1.0625702,1020.2334,15.627914,165.24924,11608.238858016462,391.26688,1.365401,0,0,0,1,2.1291447,1.0872097,1.041935,,,,,,,15.728212257093151,-78.89442166078885,347.65812042482884,-27.43240805140745,0,3771.0664,3767.044,3774.7158,0.5559,0.3832,0.2216,3675.0226672453355,0,False,0.015821457,False,8.776455571450285,False,False,False,False,True,True
10520,2320707964040441856,00:07:45.142,-29:52:50.734,15.5,16.07,17.3,14.98,12.74,3.33,M2,--,32.2,14.2,3.6644,0.0077,0.00776,3.66738,3.69010,GP,3.6644,2320707964040441856,2.3200000000000003,2320707964040441856,0.09533924,-0.015245438,1.9381260877004445,-29.880765443109134,4.193590884280207,0.04308671,97.3291,18.450561213594444,2.9998813621621423,0.9962159,1686.9403,16.05485,131.95454,8228.347573737465,617.1312,1.3915764,0,1,0,1,2.308115,1.2128792,1.0952358,,,,,,,14.363850640446149,-80.02049404251733,348.8202750083709,-27.953263937718607,0,3354.5115,3348.4875,3362.7256,0.2633,0.1759,0.1057,3541.6047814849735,0,False,0.015245438,False,9.167779922464343,False,False,False,False,True,True
10537,2320903848908950656,00:05:30.898,-29:53:08.093,10.84,11.13,11.42,10.72,9.99,1.14,F7,--,6.54,4.79,3.24059,0.04192,0.04557,3.27455,3.26630,GP,3.24059,2320903848908950656,0.6999999999999993,2320903848908950656,0.11792687,2.2888184e-05,1.379000441068761,-29.885590369639697,4.200626858463966,0.01862685,225.51462,18.377075692265304,2.3856200473348834,1.0112265,3049.5627,11.131253,1446.7355,414090.5088552014,2221.6487,1.1900626,0,34,0,34,0.69363785,0.2675419,0.42609596,,,,,,,14.948259880336407,-79.54688870439142,348.3281078349346,-27.739574572799935,0,6144.027,6133.4316,6155.7354,0.0108,0.0092,0.005,6178.489330622496,0,False,2.2888184e-05,False,4.247823766931685,False,False,False,False,True,True
10659,2326864473241905152,23:59:30.614,-29:54:03.541,14.6,15.19,16.17,14.22,12.09,3.1,M0.5,--,48.34,41.66,2.69305,0.00192,0.00172,2.69304,2.69830,GP,2.69305,2326864473241905152,1.950000000000001,2326864473241905152,0.07685068,-0.022031784,359.8776092619114,-29.90100774587368,4.29533793941069,0.030010048,143.12999,19.48056563055324,2.255515133420047,1.0821003,1098.8175,15.169079,245.66035,16702.91498474131,471.48566,1.3330866,0,1,0,1,1.9481554,0.9699917,0.9781637,33.35833,6.074828,2,3.241917,,,16.21758871516739,-78.26820326605113,347.0090755710944,-27.16993015963728,0,3928.3584,3911.693,3945.2722,0.4848,0.3423,0.1907,3828.620992842956,1,True,0.022031784,False,8.334065516923012,False,False,False,True,True,False
10702,2320812486365053696,00:05:14.362,-29:54:23.679,11.73,12.14,12.61,11.54,10.28,1.87,K1.5,cr,15.48,14.81,6.26562,0.06002,0.06111,6.18699,6.26300,GP,6.26562,2320812486365053696,1.0700000000000003,2320812486365053696,0.18825589,-0.009084702,1.3100933387181488,-29.906591367369572,4.227847219025516,0.019718237,214.41304,18.75906837740712,2.546082305412739,1.3763573,2182.1157,12.135443,642.2078,194543.6714197916,977.9925,1.2198709,0,0,0,0,1.0546703,0.44458008,0.61009026,8.640769,5.8070874,1,36.89767,25.584435,17.228996,14.906591508615541,-79.48402265202147,348.2571508830731,-27.731497139852493,0,4977.852,4975.7266,4981.6685,0.0023,0.0018,0.001,5097.831306649666,0,False,0.009084702,False,5.266039158241238,True,True,True,True,False,False
10725,2320867633745079168,00:02:51.494,-29:54:49.251,15.44,15.99,17.21,14.92,12.62,3.37,M2,--,40.68,29.17,3.79459,0.00574,0.00672,3.80153,3.81380,GP,3.79459,2320867633745079168,2.290000000000001,2320867633745079168,0.12498098,-0.01681614,0.7147891791824798,-29.91372035983171,4.1947170199542505,0.05190272,80.81883,18.300814606723584,2.203869933618999,1.0374048,994.22375,15.978083,111.6133,8712.551679218055,327.55692,1.3811096,0,0,0,0,2.2706118,1.1900616,1.0805502,,,,,,,15.447292767902242,-78.9779397663238,347.7331270813975,-27.50624898125236,0,3659.307,3655.171,3663.3208,0.5527,0.3745,0.2235,3560.5849295244043,0,False,0.01681614,False,9.091595997799995,False,False,False,False,True,True
10781,2320821797854098816,00:03:24.643,-29:55:14.590,13.27,13.76,14.38,13.02,11.48,2.28,K3.5,--,41.12,38.42,8.52955,0.08122,0.07984,8.74569,8.61410,GP,8.52955,2320821797854098816,1.3600000000000012,2320821797854098816,0.07467612,-0.014767647,0.8529076553435491,-29.920748391191594,4.139993761855346,0.018290315,226.34897,18.582529245868137,2.4455125629076955,1.0485435,1169.0388,13.741475,311.66644,50083.426937368065,535.4855,1.2477916,0,0,0,0,1.3529005,0.6100855,0.742815,-3.466111,2.9338853,2,11.477182,,,15.282592499753202,-79.09369610543986,347.85023583261363,-27.5662282074459,0,4447.914,4440.707,4459.6675,0.0133,0.0101,0.0053,4512.396896326365,0,False,0.014767647,False,6.8264735389169005,False,False,False,False,True,True
