NGTS_ID,Gaia_ID,RA,Dec,NGTS_mag,G_mag,BP_mag,RP_mag,Ks_mag,GmK,SpT,mult,amp_data,amp_GP,P_GP,P_GPue,P_GPle,P_LS,P_GACF,method,Prot,dr2_source_id,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_pass_author_quality,flag_benchmark_period
10890,2320847533296914560,00:02:19.698,-29:56:07.271,13.29,14.05,14.54,12.92,11.05,3.0,M0,c,33.57,29.87,6.18315,0.12652,0.07528,6.36913,6.35040,GP,6.18315,2320847533296914560,1.6199999999999992,2320847533296914560,2.6059585,0.112965584,0.5822526451752585,-29.935331684376173,4.258212836468743,0.0349421,121.864815,19.088308031933433,2.3744284668147246,1.4961947,716.4179,14.161049,175.50595,54470.56534915015,225.69214,1.8516092,0,32,0,32,1.6228199,0.36926174,1.2535582,-6.7924466,6.6851573,2,3.584501,,,15.457630227972432,-78.861074142815,347.6064619230508,-27.474062251006842,0,,,,,,,4166.176189481596,1,True,0.112965584,True,7.307185713180184,True,True,True,True,True,False
10931,2320821694774884096,00:03:24.151,-29:56:22.811,13.94,14.46,15.25,13.6,11.73,2.73,K6.5,--,28.85,25.86,7.0796,0.027,0.02558,7.0988,7.11110,GP,7.0796,2320821694774884096,1.6500000000000004,2320821694774884096,0.06855172,-0.014165878,0.8508742250526347,-29.939701434363137,4.301691632386556,0.025354512,169.66177,18.90740103090651,2.4966783599774764,1.0933291,1571.9104,14.443456,362.31665,29331.544389441307,421.53107,1.2853752,0,0,0,1,1.6468229,0.7829256,0.8638973,7.296211,4.2140307,2,7.60772,,,15.186540786205615,-79.08804942704354,347.838865130776,-27.582375489102798,0,4314.53,4297.7407,4333.1206,0.4445,0.3275,0.1743,4132.192332804332,0,False,0.014165878,False,7.61165206951412,False,False,False,False,True,True
11045,2320902234001248256,00:05:35.486,-29:57:06.272,11.79,12.41,12.84,11.75,10.26,2.15,K3,cr,26.61,22.07,5.986,0.07934,0.07464,5.79797,6.01470,GP,5.986,2320902234001248256,1.0899999999999999,2320902234001248256,0.19216824,0.0011434555,1.3981889893658102,-29.951815468067206,4.552867529321696,0.07551149,60.2937,17.79906113240941,2.9852185053717886,5.9392815,1162.8579,12.409788,103.3274,160961.4827200456,143.10129,1.2922004,0,17,0,14,1.0701065,0.39140892,0.6786976,0.26311487,4.2657733,1,26.099533,,,14.571994337245691,-79.54857953176243,348.31126019678936,-27.80620904468756,0,5368.821,5357.6323,5378.981,0.3408,0.277,0.1485,5048.184716049659,1,True,0.0011434555,False,5.701213202800654,True,True,True,True,False,False
11156,2320822863006024832,00:04:12.505,-29:58:02.039,13.48,14.21,15.14,13.27,11.22,2.99,M0,c,19.86,19.51,0.25946,1e-05,1e-05,0.25944,0.25946,GP,0.25946,2320822863006024832,1.870000000000001,2320822863006024832,0.083378494,-0.013176918,1.052497604720252,-29.96735782030273,4.143695421761805,0.034902874,118.72075,18.6874022742763,2.524256447764472,1.7623835,1099.5803,14.198395,309.84103,39791.49088052598,421.49512,1.3203307,0,0,0,0,1.870614,0.92063904,0.949975,-0.07971379,6.098278,2,12.082223,,,14.846050741147318,-79.25294336517295,348.00104922619806,-27.685513446057485,0,,,,,,,3903.9850679881583,1,True,0.013176918,False,7.285333903008134,True,True,True,True,True,False
11209,2320817159289455104,00:04:03.987,-29:58:26.320,12.52,12.87,13.36,12.25,10.92,1.94,K2,--,26.72,30.56,6.32708,0.03012,0.0252,6.68009,6.59580,GP,6.32708,2320817159289455104,1.1099999999999994,2320817159289455104,0.12152646,0.011227608,1.0168593931599819,-29.974012651965204,4.257992833267177,0.020100443,211.83577,18.91964793254504,2.454929389932377,1.114258,460.1766,12.879285,122.51091,99152.08817446882,169.68115,1.2159691,0,0,0,0,1.0944586,0.47231483,0.62214375,8.75179,2.7828596,1,21.632753,,,14.84679624439203,-79.22136185819757,347.9665249571341,-27.677593914821205,0,5137.9165,5124.061,5161.2964,0.2709,0.2175,0.1158,4999.992735918444,0,False,0.011227608,False,6.025309489359405,False,False,False,False,True,True
11417,2320704768584775552,00:07:37.659,-29:59:46.676,14.23,14.75,15.62,13.82,11.76,2.99,M0,c,26.36,24.21,0.34284,9e-05,9e-05,0.34297,0.34289,GP,0.34284,2320704768584775552,1.799999999999999,2320704768584775552,0.10747356,-0.012476921,1.9070026079343736,-29.996295121951924,4.166503567761269,0.026048483,159.95187,18.665095000291874,2.435517727464713,1.2047025,824.23315,14.733223,150.21748,23781.62884095634,339.25085,1.3161451,0,1,0,0,1.7856426,0.85971165,0.925931,7.613547,8.03966,2,7.3208413,,,13.75427740582712,-79.9670489548709,348.7340881380108,-28.04427711863057,0,4615.205,4578.492,4651.188,1.526,1.14,0.6228,3973.1284771107876,0,False,0.012476921,False,7.832081751658565,True,True,True,True,True,False
11679,2320713049281688704,00:06:04.272,-30:02:11.786,14.78,15.32,16.3,14.34,12.21,3.11,M0.5,--,32.88,32.03,3.00403,0.00382,0.00352,3.00571,3.00730,GP,3.00403,2320713049281688704,1.9600000000000009,2320713049281688704,0.045491327,-0.014699936,1.5179992100868698,-30.036614664300693,4.250452211483194,0.032832913,129.45705,19.074885326659924,3.062517736133214,1.0703034,1490.7609,15.308353,217.92387,14755.802541370907,662.74084,1.3353112,0,1,0,0,1.9611998,0.9783344,0.98286533,-19.76024,12.609871,2,4.625492,,,13.984084238159761,-79.63026334378115,348.37294461084565,-27.928619811493547,0,4000.8967,3999.2827,4004.0918,0.5844,0.4126,0.229,3819.4842792879317,0,False,0.014699936,False,8.45052911256403,False,False,True,True,True,False
11843,2320807641641939712,00:05:10.917,-30:03:41.092,15.88,16.44,17.8,15.3,12.88,3.55,M3,--,65.77,48.52,2.05906,0.0018,0.00183,2.05841,2.03170,GP,2.05906,2320807641641939712,2.5,2320807641641939712,0.13717946,-0.015907288,1.295719006814956,-30.061432481141466,4.3656595267510445,0.067267805,64.89968,18.133793289908986,2.8635327536883866,1.0061188,977.81305,16.42279,97.34943,6114.985297526053,325.59998,1.413332,0,0,0,0,2.4890833,1.3481998,1.1408834,,,,,,,14.096560331345996,-79.4373430970687,348.16588813656625,-27.8642123104179,0,3469.7065,3459.208,3477.7788,0.6355,0.4194,0.2607,3441.973750309233,0,False,0.015907288,False,9.623039839936503,False,False,False,False,True,True
11872,2320816231576490496,00:03:50.138,-30:03:55.513,10.64,10.94,11.21,10.54,9.84,1.09,F6,r,7.33,6.39,4.61618,0.06893,0.05559,0.98969,4.55110,GP,4.61618,2320816231576490496,0.6700000000000017,2320816231576490496,0.11261293,-0.00065612793,0.9591426634014592,-30.065462561244864,4.179303267973013,0.0177567,235.36485,18.351444964030993,2.1132398470921983,0.9810456,2847.3489,10.935952,961.7834,489209.9994850457,1781.2457,1.1877012,0,35,0,35,0.66829586,0.2565012,0.41179466,,,,,,,14.429171716768058,-79.15264380397214,347.86969187599414,-27.736846958529856,0,6162.207,6152.951,6183.064,0.0075,0.0064,0.0034,6258.476921852332,0,False,0.00065612793,False,4.041471619268947,False,False,False,False,False,False
11963,2320838943363481984,00:01:39.828,-30:04:38.261,13.9,14.3,15.04,13.47,11.62,2.68,K6,--,67.4,64.84,2.16578,0.00231,0.00253,2.17087,2.15350,GP,2.16578,2320838943363481984,1.5699999999999985,2320838943363481984,0.06023776,0.0013685226,0.41614766053397156,-30.077343904049417,4.239308411754857,0.021719374,195.18558,19.147193791906197,2.274323825476054,1.027069,585.4066,14.302676,148.79265,32607.85479173415,250.12543,1.2794139,0,0,0,0,1.5729742,0.7348881,0.8380861,4.2728553,4.0759745,2,6.881846,,,14.894954304283589,-78.69118040563137,347.3897095487937,-27.536487794637242,0,,,,,,,4224.882463341895,0,False,0.0013685226,False,7.439151265131507,False,False,False,False,True,True
11974,2320842551136015872,00:02:28.165,-30:04:43.240,12.26,12.71,13.28,12.01,10.51,2.2,K3.5,c,51.79,47.56,5.45766,0.0153,0.01413,5.45976,5.46130,GP,5.45766,2320842551136015872,1.2699999999999996,2320842551136015872,0.2711939,-0.0108270645,0.6175587705127055,-30.078728913314027,4.382890757332675,0.031247359,140.26436,18.247519954054447,2.1908874474278006,1.8747485,1344.8069,12.695487,496.41113,126152.17760358151,555.8847,1.2381052,0,17,0,19,1.2518797,0.55205154,0.69982815,3.9465463,1.6091226,1,25.5662,,,14.698670632084474,-78.86123720175097,347.56472707960387,-27.61593621155453,0,4629.728,4621.0337,4636.962,0.082,0.0638,0.0338,4665.30090454911,0,False,0.0108270645,False,5.904290252832757,True,True,False,True,True,False
11982,2320795031617857152,00:02:56.359,-30:04:44.629,11.69,12.15,12.64,11.51,10.16,1.99,K2.5,cr,23.65,22.3,3.22208,0.01004,0.00964,3.24303,3.23540,GP,3.22208,2320795031617857152,1.1300000000000008,2320795031617857152,0.21335448,-0.010761261,0.735053294044156,-30.07912001106485,4.26659497603597,0.012531839,340.4604,19.144142952926163,2.5395269345724216,0.83022404,1037.9427,12.13738,282.79037,199384.63893423215,399.60294,1.2282823,0,0,0,0,1.1091042,0.47039032,0.63871384,15.387834,6.1092362,1,33.722275,29.776226,23.733198,14.58281552075441,-78.96043833069427,347.6670792493702,-27.661934809655598,0,4957.584,4921.0913,5009.103,0.1419,0.1137,0.0612,4953.256764200015,0,False,0.010761261,False,5.287786734488913,False,True,True,True,False,False
11998,2320803724631758336,00:04:27.358,-30:04:57.526,15.6,16.18,17.67,14.97,12.53,3.64,M3.5,c,37.93,19.09,0.28325,0.00012,0.00012,0.28323,7.54330,GP,0.28325,2320803724631758336,2.700000000000001,2320803724631758336,0.17701258,-0.019195557,1.114230554130073,-30.082685976129504,4.205384117413126,0.050607506,83.09803,19.265036778460683,2.3525948064753432,1.0811926,1064.568,16.15653,131.71646,8246.162699961602,438.89304,1.4505329,0,0,0,1,2.7110443,1.5117798,1.1992645,,,,,,,14.178703635306958,-79.2795797784107,347.9964398620055,-27.812559568457104,0,3393.5886,3389.6582,3398.3276,0.8306,0.5351,0.3473,3345.9095116029494,0,False,0.019195557,False,9.27555873104242,False,True,False,True,True,False
12025,2320701019077983744,00:07:31.410,-30:04:49.436,15.0,15.6,16.7,14.55,12.35,3.25,M1,--,33.38,23.85,3.01714,0.00708,0.00775,3.02864,3.00730,GP,3.01714,2320701019077983744,2.1499999999999986,2320701019077983744,0.0415213,-0.02652359,1.880944759613564,-30.08036874690118,4.190038733486235,0.03643252,115.0082,19.115881947190754,2.7794019534475187,1.0994213,759.72766,15.568479,119.43326,12272.64376299857,272.36975,1.3638219,0,1,0,0,2.1407232,1.0977945,1.0429287,,,,,,,13.318832698739422,-79.92464220100376,348.66832878998474,-28.109168121800785,0,,,,,,,3659.508684617489,0,False,0.02652359,False,8.67956877270287,False,False,False,False,True,True
12097,2326866942847101824,23:57:52.345,-30:05:17.726,11.4,11.98,12.36,11.45,10.4,1.58,G7,c,39.14,35.13,2.76998,0.01776,0.01701,2.71546,2.76380,GP,2.76998,2326866942847101824,0.9100000000000001,2326866942847101824,0.13949981,-0.027274132,359.46788244929047,-30.088318698022896,4.18560505451932,0.014617989,286.3325,18.95254107113785,2.2499990018139195,0.9361085,332.9616,11.951763,89.67467,215564.49470910762,120.8844,1.2136829,0,0,0,0,0.89291954,0.3551092,0.5378103,4.4427347,1.7453362,1,26.953663,51.266895,33.377907,15.644741697310737,-77.88479514771471,346.55814525874024,-27.178811991948322,0,5729.1855,5699.7217,5756.0264,0.1117,0.0935,0.0501,5543.251909508112,1,True,0.027274132,False,5.060554386879613,False,True,False,True,True,False
12168,2320841520343862400,00:01:53.402,-30:06:12.657,14.48,15.09,16.04,14.13,12.05,3.04,M0,--,16.15,9.86,1.97249,0.00227,0.00227,1.9721,1.96840,GP,1.97249,2320841520343862400,1.9099999999999984,2320841520343862400,0.029191047,-0.03302002,0.4727137400413278,-30.10355525559483,4.235249694918841,0.028318008,149.56029,18.639114134084537,2.411946429565318,0.97651285,600.994,15.060577,153.72997,18153.83934849345,207.83739,1.3253617,0,0,0,0,1.8963461,0.93624306,0.96010303,11.542114,8.039909,2,4.844333,,,14.711360587054255,-78.7335015375202,347.4257823160853,-27.58187221228472,0,3655.181,3652.2063,3658.176,0.002,0.0014,0.0008,3865.807088093752,0,False,0.03302002,False,8.194972491801602,False,False,False,False,True,True
12169,2320709647667590784,00:06:16.324,-30:05:56.994,11.24,11.58,11.91,11.11,10.25,1.33,G1,--,18.14,19.2,5.05339,0.02376,0.02186,5.0393,5.05680,GP,5.05339,2320709647667590784,0.8000000000000007,2320709647667590784,0.13235894,-0.0037212372,1.568233507611406,-30.09918237938219,4.281611806056741,0.018744022,228.42546,18.874241391197007,2.881328452886077,0.99297035,1725.6354,11.577116,552.1829,288785.995549416,737.9407,1.1977352,0,1,0,0,0.79607296,0.31541252,0.48066044,6.8465824,0.8392989,1,46.65485,6.211887,15.921432,13.58861892332602,-79.65766587975529,348.3850037948617,-28.00406050159709,0,5742.297,5739.026,5748.3906,0.0025,0.0021,0.0011,5881.717780530695,0,False,0.0037212372,False,4.735152458927818,False,False,False,False,True,True
12180,2320700095660360704,00:07:40.901,-30:05:57.277,15.07,15.65,16.76,14.6,12.37,3.27,M1.5,--,40.14,33.17,0.42566,5e-05,6e-05,0.42576,0.42560,GP,0.42566,2320700095660360704,2.160000000000002,2320700095660360704,0.035112195,-0.0192976,1.9204663418257117,-30.099212947661275,4.238389574430171,0.03528819,120.10788,18.83565126729215,2.835714652674869,0.92671365,1110.7894,15.628184,157.94241,11694.644369922466,482.6334,1.3687071,0,2,0,0,2.1586523,1.1083956,1.0502567,,,,,,,13.165596079796083,-79.95306405438961,348.6933077340181,-28.141404035110103,0,3702.754,3696.9307,3741.5984,0.497,0.3403,0.1979,3651.8781777318654,0,False,0.0192976,False,8.764188681937675,False,False,False,False,True,True
12231,2320615983021130752,00:05:54.696,-30:06:25.664,11.61,11.98,12.36,11.46,10.48,1.51,G5,--,21.04,20.48,4.80126,0.01838,0.019,4.79809,4.80750,GP,4.80126,2320615983021130752,0.8999999999999986,2320615983021130752,0.14719509,-0.0053281784,1.4781203246544483,-30.10714629425591,4.319938431387164,0.01835613,235.34038,18.7751733842403,2.749756687783681,1.0833423,1605.7521,11.977903,446.77173,207792.02454998554,658.3054,1.2048258,0,29,0,28,0.87955475,0.35547447,0.5240803,,,,,,,13.64940853639189,-79.58007046099297,348.3021144205773,-27.976065556003444,0,5645.142,5628.2686,5681.1343,0.1161,0.0965,0.0515,5573.444665210222,0,False,0.0053281784,False,5.155291152131765,False,False,False,False,True,True
12254,2320794413142569344,00:02:54.158,-30:06:55.822,15.58,16.15,17.48,15.0,12.65,3.5,M3,c,36.85,16.46,0.56292,0.00035,0.00031,0.56332,1.29201,GP,0.56292,2320794413142569344,2.4800000000000004,2320794413142569344,0.062308148,-0.016613007,0.7258951588504535,-30.11554051455488,4.206092362906619,0.048431743,86.84577,18.970687519458824,3.201006625970029,1.007338,1412.8271,16.128689,148.53477,8051.317533274546,504.5077,1.4192481,0,1,0,0,2.4893637,1.3439026,1.1454611,,,,,,,14.406362208531752,-78.94475485164939,347.6406143715055,-27.690916617290522,0,3504.6477,3485.3303,3513.1736,0.6944,0.459,0.285,3452.047142683441,0,False,0.016613007,False,9.24808283857733,False,True,False,True,True,False
12255,2320805580057632768,00:04:56.043,-30:06:52.872,15.25,15.83,16.99,14.76,12.48,3.35,M2,--,32.11,22.22,4.79825,0.01893,0.01777,4.81802,4.84160,GP,4.79825,2320805580057632768,2.2299999999999986,2320805580057632768,0.051062584,-0.025105476,1.233737241936861,-30.114715545641122,4.17035221038897,0.048947956,85.19972,18.659275821862472,2.794537630006994,1.1042708,1385.5225,15.803389,160.52942,10118.264420022128,376.0534,1.3751161,0,1,0,1,2.228159,1.1599007,1.0682583,,,,,,,13.882093415825945,-79.37284236071666,348.0845865501577,-27.887671436191678,0,3698.171,3693.5366,3707.3506,0.5346,0.3644,0.2155,3600.8820749455917,0,False,0.025105476,False,8.904252271611604,False,False,False,False,True,True
12456,2320793897745374208,00:02:21.615,-30:08:21.428,10.33,10.62,10.87,10.23,9.6,1.01,F5,--,5.82,5.8,0.95574,0.00623,0.00612,0.9482,10.58400,GP,0.95574,2320793897745374208,0.6399999999999988,2320793897746881920,0.18510774,0.0018148422,0.5902492234137435,-30.13932800779985,4.21188402436879,0.025516814,165.06308,18.403731448969353,2.5570544822924957,1.0097433,2357.468,10.616818,815.86237,644451.215016057,1229.8955,1.1863103,0,0,0,0,0.6300154,0.23811722,0.39189816,7.0277643,1.2763417,1,63.234325,52.950497,9.060599,14.419285318138135,-78.82507187616028,347.51018617865554,-27.659476746451205,0,6392.5913,6376.3667,6420.196,0.0093,0.008,0.0043,6331.337731822074,0,False,0.0018148422,False,3.7392004492130297,False,False,False,False,True,True
12489,2320617116892496256,00:05:28.987,-30:08:31.902,12.78,13.21,13.75,12.54,11.11,2.1,K3,--,19.24,17.22,7.33008,0.04208,0.03393,7.3483,7.62760,GP,7.33008,2320617116892496256,1.2100000000000009,2320617116892496256,0.23306778,-0.00924778,1.3710038758514125,-30.14222556583975,4.572655866474899,0.0486027,94.08234,17.75305231827439,1.675760840466901,3.246532,2199.1028,13.2014675,581.46893,77354.2842869127,669.416,1.233815,0,1,0,1,1.1925392,0.51775646,0.67478275,5.8383803,1.9632444,2,16.914629,,,13.583748149923597,-79.48172407640702,348.1905628657506,-27.965672881458442,0,4843.39,4828.724,4853.819,0.168,0.1324,0.0701,4780.599334124727,0,False,0.00924778,False,6.5023101042404505,True,False,False,False,True,True
12524,2320696762765711360,00:06:34.030,-30:08:46.041,15.64,16.2,17.48,15.09,12.75,3.45,M2.5,--,40.43,20.0,2.33692,0.00303,0.00299,2.33581,2.31410,GP,2.33692,2320696762765711360,2.3900000000000006,2320696762765711360,0.119806014,-0.013418198,1.6419128710191115,-30.146115621357204,4.166438394442049,0.061826207,67.38952,18.586116181457037,2.32017218468417,1.0749158,1263.3971,16.186966,110.326675,7464.959678726932,438.16446,1.4041692,0,0,0,0,2.4094372,1.2877979,1.1216393,,,,,,,13.247738149142286,-79.70803444935397,348.4255109669164,-28.07467132336683,0,3549.4019,3536.7043,3552.8972,0.6835,0.4562,0.2778,3500.1836849411484,0,False,0.013418198,False,9.285790765724872,False,False,False,False,True,True
12559,2320793691588062464,00:02:24.244,-30:09:08.687,14.77,15.33,16.33,14.32,12.23,3.1,M0.5,--,27.25,21.35,5.88189,0.01749,0.01671,5.8827,5.88510,GP,5.88189,2320793691588062464,2.009999999999998,2320793691588062464,0.059264187,-0.026931763,0.6012290844268573,-30.152475315783512,4.184169192038339,0.03610632,115.884674,18.531158530705266,2.2979351306467493,1.0738038,580.9555,15.300953,135.49825,15052.771209809785,245.18867,1.3395122,0,0,0,1,2.0111523,1.0140533,0.9970989,,,,,,,14.342341183928891,-78.83145594080493,347.5130979815084,-27.675487772216627,0,3870.3008,3824.976,3882.3005,0.4502,0.316,0.1779,3774.8030589729897,0,False,0.026931763,False,8.40899909861162,False,False,False,False,True,True
12602,2320697484320217728,00:06:57.743,-30:09:17.146,14.28,14.86,15.74,13.94,11.93,2.94,K9,--,59.25,68.39,0.94394,0.00032,0.00033,0.94362,0.94340,GP,0.94394,2320697484320217728,1.8000000000000007,2320697484320217728,0.038479738,-0.011058807,1.740732778849895,-30.154751388483458,4.216852058654309,0.03192388,132.09084,18.778214567827124,2.835818246775136,1.0049803,812.69135,14.853203,148.42679,21311.428746070284,261.2559,1.3144971,0,1,0,1,1.7947531,0.8679142,0.9268389,-42.646904,6.576231,2,6.157721,,,13.081337954048733,-79.78865305492208,348.50756802038734,-28.12089473122392,0,4072.8447,4064.8145,4081.5898,0.4207,0.3021,0.1655,3973.128477110735,0,False,0.011058807,False,7.978144643683073,False,False,False,False,True,True
12641,2320617529209321728,00:04:58.805,-30:09:41.439,11.0,11.32,11.63,10.88,10.08,1.24,F9,--,23.36,21.48,2.66293,0.00754,0.00708,2.64876,2.66670,GP,2.66293,2320617529209321728,0.75,2320617529209321728,0.23177092,-0.002231598,1.2452655214181023,-30.161552626742814,4.254472930788116,0.022809837,186.51921,18.76879219601516,3.1942197755468906,1.0687981,1664.2223,11.315099,505.46307,356790.1597300105,709.3184,1.1902896,0,0,0,0,0.7402086,0.2919731,0.4482355,5.7716775,0.67282975,1,46.987694,19.50187,12.437129,13.62254404104775,-79.37152377969521,348.07080885578006,-27.93398427204309,0,5908.9277,5906.2686,5913.6787,0.0015,0.0013,0.0007,6034.0960345366675,0,False,0.002231598,False,4.459327586461704,False,False,False,False,True,True
12648,2320802075364296960,00:03:44.359,-30:09:53.783,15.48,16.04,17.23,14.97,12.71,3.33,M2,--,36.1,17.14,1.31355,0.00101,0.0009,1.31375,1.31408,GP,1.31355,2320802075364296960,2.26,2320802075364296960,0.027879871,-0.013336182,0.9350705261657896,-30.164986419879906,4.243746774384608,0.0488329,86.903435,18.401730137563995,2.676183794833657,0.9772398,1435.9084,16.030916,110.531364,8288.114432524482,499.3816,1.3798437,0,0,0,1,2.2683706,1.1892109,1.0791597,,,,,,,13.93981947941968,-79.1099287927141,347.79810452944906,-27.816388355959983,0,3664.3064,3658.7043,3668.8555,0.6086,0.413,0.2451,3580.339839774533,0,False,0.013336182,False,9.169663521605516,False,False,False,False,True,True
12687,2326851240446766592,23:59:08.504,-30:09:56.930,15.57,16.18,17.44,15.07,12.79,3.39,M2,--,35.78,16.64,2.35236,0.00564,0.00433,2.352,2.44680,GP,2.35236,2326851240446766592,2.370000000000001,2326851240446766592,0.029722162,-0.020339966,359.7854888718119,-30.165846219981354,4.223733595468566,0.0453599,93.11603,18.63358504126056,2.436484965499315,0.97534496,995.95593,16.15803,97.3763,7541.0144478896245,336.55222,1.3967509,0,1,0,0,2.3344383,1.23073,1.1037083,,,,,,,15.020961610634716,-78.13913166350439,346.7954975978656,-27.371078813115666,0,3545.8767,3503.8896,3555.3577,0.5405,0.363,0.2194,3511.6266253963986,0,False,0.020339966,False,9.28651214643799,False,False,False,False,True,True
12744,2314847253531620864,23:59:18.352,-30:10:16.355,12.02,12.42,12.84,11.86,10.77,1.65,G9,--,22.98,23.24,5.77742,0.01496,0.01412,5.82206,5.80990,GP,5.77742,2314847253531620864,0.9800000000000004,2314847253531620864,0.19149396,-0.011642456,359.82645050357576,-30.171261624633186,4.201756655984412,0.0141346175,297.2671,18.418364083009667,2.0001806773004236,1.0850892,1506.1179,12.410702,384.79913,145001.82172386782,553.95935,1.2121835,0,0,0,0,0.963315,0.3970747,0.5662403,6.203038,1.4958456,1,23.661165,8.571359,12.850024,14.960251085846513,-78.17271984019058,346.828421826827,-27.391784344664032,0,5353.481,5334.64,5375.601,0.0892,0.0731,0.039,5338.645753756125,0,False,0.011642456,False,5.527856235248301,False,False,False,False,True,True
12805,2320790289973970432,00:03:10.784,-30:10:48.677,10.88,11.17,11.47,10.75,9.97,1.2,F9,--,20.29,15.82,2.17484,0.00735,0.00705,2.17087,2.16720,GP,2.17484,2320790289973970432,0.7200000000000006,2320790289973970432,0.2103792,0.007630348,0.7951638451491925,-30.18025695149374,4.184076134039261,0.018252315,229.23535,19.12738571362301,2.7868311887028985,1.0205234,1727.2583,11.178535,740.2437,401551.6847238758,850.5102,1.1916484,0,0,0,0,0.71994877,0.2799549,0.43999386,5.146425,1.1196687,1,54.84047,21.053972,8.503967,14.00683215039178,-78.98868363490264,347.6682143424314,-27.775647325235035,0,5970.2354,5967.1846,5975.7505,0.0024,0.002,0.0011,6122.0977869036105,0,False,0.007630348,False,4.286533353499488,False,False,False,False,True,True
12886,2320611584974584448,00:04:52.532,-30:11:28.080,15.03,15.55,16.63,14.52,12.28,3.28,M1.5,--,30.63,30.51,1.75715,0.00153,0.00165,1.75236,1.76002,GP,1.75715,2320611584974584448,2.1099999999999994,2320611584974584448,0.037959993,-0.015025139,1.2191130992356558,-30.191157560921447,4.2741007739331955,0.040112395,106.553116,18.493836642507176,2.8489257524622564,1.0867395,1060.2065,15.538792,162.24864,12535.532293169443,420.39258,1.3618768,0,0,0,0,2.1144848,1.0782318,1.036253,,,,,,,13.496021297839059,-79.34251417092524,348.0328710408756,-27.95024241102854,0,,,,,,,3690.868535215792,0,False,0.015025139,False,8.693015444800462,False,False,False,False,True,True
