NGTS_ID,Gaia_ID,RA,Dec,NGTS_mag,G_mag,BP_mag,RP_mag,Ks_mag,GmK,SpT,mult,amp_data,amp_GP,P_GP,P_GPue,P_GPle,P_LS,P_GACF,method,Prot,dr2_source_id,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_pass_author_quality,flag_benchmark_period
12962,2320834304798813568,00:01:56.899,-30:12:07.742,14.33,14.89,15.77,13.96,11.96,2.93,K9,--,20.59,15.93,9.71634,0.1132,0.08057,9.93802,10.00240,GP,9.71634,2320834304798813568,1.8099999999999987,2320834304798813568,0.0760474,-0.0065555573,0.4872816245622844,-30.20220445821376,4.2159453589932445,0.02881243,146.32384,18.589527424341533,2.3301388100844944,1.0945237,788.3294,14.878748,168.38635,20808.454600955018,264.42252,1.3093922,0,1,0,0,1.8103104,0.8838587,0.9264517,5.2798862,11.844959,2,4.0458293,,,14.20466287853506,-78.72441275843718,347.38849723328434,-27.67567589065003,0,4199.6934,4197.266,4201.6675,0.5772,0.4162,0.2253,3963.068245239605,0,False,0.0065555573,False,8.003222807772955,False,False,True,True,True,False
13005,2320833445805349760,00:01:28.660,-30:12:20.737,10.43,10.73,10.98,10.34,9.67,1.06,F6,--,5.57,4.54,1.42191,0.00462,0.00443,1.4165,1.41687,GP,1.42191,2320833445805349760,0.6400000000000006,2320833445805740672,0.08629942,0.00045585632,0.36957281740613457,-30.205825651583325,4.216792684107877,0.022943841,183.78757,18.250721542123124,2.2536213993340914,1.1605513,2868.9172,10.7295885,1566.7058,580900.5400083242,1818.8359,1.1862935,0,0,0,0,0.6301489,0.23820114,0.39194775,6.686479,0.83146775,1,59.036766,35.611465,9.050286,14.300520014922244,-78.6243754969405,347.28404429774145,-27.63322858475604,0,6308.8003,6306.8613,6311.582,0.0011,0.001,0.0005,6331.337731822066,0,False,0.00045585632,False,3.85449975726433,False,False,False,False,True,True
13071,2320833372790628480,00:01:33.183,-30:12:59.378,11.98,12.37,12.78,11.82,10.73,1.64,G8,--,34.81,33.48,5.39813,0.01856,0.0181,5.39229,5.39660,GP,5.39813,2320833372790628480,0.9599999999999991,2320833372790628480,0.13757221,-0.007045746,0.3884302046145337,-30.216558262655404,4.217923541921524,0.0124127045,339.80698,18.81437585590353,2.4494788533965357,0.9259314,1052.9858,12.366859,328.3017,150060.20746212517,417.66125,1.2102517,0,0,0,0,0.9515915,0.39196396,0.55962753,7.3336787,1.1103528,1,20.139816,,,14.229280904761735,-78.63792346388885,347.29504126737083,-27.650135643805676,0,5356.018,5339.8853,5367.689,0.0882,0.0723,0.0385,5395.748362999768,0,False,0.007045746,False,5.49235295124295,False,False,False,False,True,True
13299,2320692502158156672,00:07:05.646,-30:14:31.942,14.8,15.27,16.25,14.29,12.18,3.09,M0,--,69.37,69.05,4.15575,0.00338,0.0032,4.153,4.16260,GP,4.15575,2320692502158156672,1.9600000000000009,2320692502158156672,0.042175096,-0.008037567,1.7736297371799974,-30.24217119292378,4.2326178982919185,0.03227227,131.15338,18.825511399554166,2.3813630301514275,0.9783939,763.68616,15.26095,139.22098,15387.739411153309,290.8593,1.3355782,0,0,0,0,1.9517536,0.97076225,0.98099136,,,,,,,12.563494237986843,-79.7938603069251,348.4916314967757,-28.21174209031519,0,3919.0593,3914.8298,3923.283,0.5223,0.3678,0.2055,3819.4842792879317,0,False,0.008037567,False,8.393995408955732,False,False,False,False,True,True
13302,2320798639390461056,00:04:31.632,-30:14:41.433,11.2,11.56,11.88,11.1,10.23,1.33,G1,--,17.5,15.62,3.63033,0.02622,0.02493,3.52091,3.63120,GP,3.63033,2320798639390461056,0.7800000000000011,2320798639390461056,0.20413063,-0.0072231293,1.132032051315579,-30.244901768805498,4.245184642967768,0.02029959,209.12663,18.39805396317804,2.840108045172598,1.017407,1785.3279,11.5550165,543.67773,291149.78292893973,915.22076,1.1943556,0,0,0,0,0.7737179,0.3063059,0.467412,6.6352587,0.6950925,1,41.599567,7.92719,9.135356,13.312437629494063,-79.2565558464268,347.92940937705185,-27.964351580804532,0,5809.496,5807.2383,5812.7725,0.0014,0.0011,0.0006,5943.248499183059,0,False,0.0072231293,False,4.694499440100962,False,False,False,False,True,True
13403,2320788331468887040,00:03:00.521,-30:15:43.852,14.58,15.11,16.05,14.15,12.1,3.01,M0,--,33.12,32.74,1.15307,0.00073,0.00078,1.15374,1.15401,GP,1.15307,2320788331468887040,1.9000000000000004,2320788331468887040,0.06749212,-0.01597786,0.7524016238612757,-30.262236416366264,4.168088926971924,0.028457358,146.46788,18.09615211053381,2.198657874720883,1.0154676,1165.189,15.092905,220.61275,17582.22461185132,442.6543,1.3253608,0,1,0,0,1.8859568,0.9282627,0.95769405,,,,,,,13.634523898158962,-78.93387297654871,347.5892288492748,-27.83225676747173,0,4010.65,3982.9573,4044.7717,0.5205,0.3704,0.2043,3875.2599103681096,0,False,0.01597786,False,8.192589925285088,False,False,False,False,True,True
13417,2320777469496305024,00:03:33.660,-30:15:43.753,11.97,12.33,12.73,11.78,10.73,1.6,G8,--,22.3,25.41,5.60965,0.04317,0.04193,5.45599,5.66530,GP,5.60965,2320777469496305024,0.9500000000000011,2320777469496305024,0.12118896,-0.008255005,0.8904825820422955,-30.262224621081824,4.247615661731375,0.013958032,304.31335,18.209735817315657,2.2457849666987366,1.0481778,2053.4712,12.319554,534.3518,155833.06451321553,639.20557,1.2088989,1,1,1,1,0.93940735,0.38609982,0.55330753,6.757146,0.92649835,1,27.78027,,,13.488013544434565,-79.04980984823915,347.7097121098629,-27.885900529141477,0,5495.2188,5486.917,5503.0317,0.1334,0.11,0.0586,5424.733816338731,0,False,0.008255005,False,5.460280396191624,False,False,False,False,True,True
13463,2320777267633186688,00:03:48.034,-30:16:12.830,15.9,16.49,17.85,15.34,12.97,3.52,M3,--,66.57,42.1,1.44851,0.00061,0.00061,1.44816,1.44901,GP,1.44851,2320777267633186688,2.5100000000000016,2320777267633186688,0.1839188,-0.016109467,0.9503625321089264,-30.270279957047677,4.257748895985611,0.059789743,71.21203,18.89324176043364,2.384785177625238,1.0738397,1083.6525,16.473541,104.33556,5905.527331661374,387.0986,1.4214839,0,0,0,0,2.534852,1.3810596,1.1537924,,,,,,,13.381896254307303,-79.09813241143212,347.7578693528569,-27.916369117818704,0,3464.8528,3449.9114,3474.9504,0.6689,0.439,0.2758,3437.0040966154047,0,False,0.016109467,False,9.619441484798617,False,False,False,False,True,True
13480,2314830902591420416,00:00:39.328,-30:16:18.645,15.6,16.17,17.41,15.07,12.78,3.38,M2,--,36.19,10.26,1.24426,0.0007,0.00069,1.24397,5.07560,GP,1.24426,2314830902591420416,2.34,2314830902591420416,0.055498444,-0.018539429,0.1640456951624478,-30.271896430307343,4.190649095968861,0.046366252,90.381454,18.866588164964934,2.517750391005484,0.93303907,1049.4729,16.147799,103.83771,7592.282735801499,288.8687,1.3929405,0,0,0,0,2.33498,1.2341461,1.1008339,,,,,,,14.171550905921356,-78.43666325368102,347.07149326619646,-27.6125515525611,0,3551.9084,3513.1484,3588.7747,0.5855,0.3932,0.2373,3529.3710264529363,0,False,0.018539429,False,9.259205021732216,False,False,False,False,True,True
13575,2320774278335949952,00:03:54.500,-30:17:01.441,12.57,13.06,13.67,12.33,10.75,2.31,K4,c,10.1,8.21,8.64254,0.1533,0.10331,9.83556,8.60183,GP,8.64254,2320774278335949952,1.3399999999999999,2320774278335949952,0.058408923,-0.012885094,0.977319243259261,-30.28379816114003,4.201963747799732,0.017194225,244.38226,18.69107856907971,3.1712432506130117,1.1323093,2810.1855,13.042438,628.3878,94413.56407005533,1073.9181,1.2472696,0,0,0,0,1.3223076,0.59017944,0.73212814,-0.44357035,2.7413402,2,19.469282,,,13.282912379694807,-79.11749330051417,347.7745099614153,-27.938919530951555,0,,,,,,,4544.487379798939,0,False,0.012885094,False,6.1596990595830725,False,True,False,True,True,False
13587,2320797539878825472,00:03:58.426,-30:17:03.372,14.09,15.04,16.18,13.99,11.75,3.3,M1.5,c,21.73,14.6,5.1588,0.00852,0.00887,5.15907,5.17170,GP,5.1588,2320797539878825472,2.1899999999999995,2320797539878825472,0.14327124,-0.01807499,0.9934445271264145,-30.284111968128176,4.217239385246936,0.034833346,121.06903,19.10398965298545,2.8369962574702408,1.2403442,1827.791,15.025879,320.11176,20531.642752821732,619.4915,1.3705122,0,1,0,1,2.197753,1.13871,1.0590429,32.346962,4.9881983,2,6.100891,,,13.263522313872118,-79.13093253608801,347.7884246501822,-27.94546870517006,0,3654.3604,3648.537,3670.3765,0.5434,0.3717,0.2179,3629.5007751667363,1,True,0.01807499,False,8.151020175186147,True,True,False,True,True,False
13588,2320786544762486016,00:01:52.148,-30:17:09.457,14.47,15.01,15.91,14.06,12.03,2.97,K9,--,27.65,26.51,7.67512,0.04573,0.04517,7.61181,7.62760,GP,7.67512,2320786544762486016,1.8499999999999996,2320786544762486016,0.060584188,-0.009601593,0.46750090807956723,-30.286011107658396,4.167542503451634,0.027690427,150.5048,18.543081330861845,2.7097590570287937,1.0954195,555.9489,14.995359,109.46758,19077.886749471425,169.44626,1.3234514,0,0,0,0,1.8547668,0.90597725,0.9487896,-30.011395,7.5547223,2,4.702721,,,13.807188430238256,-78.68896090924595,347.3287223254365,-27.74287006833371,0,4041.9282,4028.8909,4069.0813,0.5144,0.3678,0.2014,3923.437762290878,0,False,0.009601593,False,8.09475960955178,False,False,False,False,True,True
13788,2320606121776189824,00:05:25.493,-30:18:35.432,14.63,15.19,16.16,14.21,12.12,3.07,M0,--,28.06,23.01,4.85167,0.01316,0.01288,4.84472,4.85880,GP,4.85167,2320606121776189824,1.9499999999999993,2320606121776189824,0.038516134,-0.015566826,1.3564289447816913,-30.309857661471728,4.218564153858426,0.03177799,132.75113,18.863843061574894,2.6729891888597734,0.97121453,1226.0009,15.171586,194.27634,16731.082306063094,315.16403,1.3377068,0,0,0,0,1.9507637,0.9682627,0.98250103,,,,,,,12.71288401344989,-79.42825124459242,348.09225772378187,-28.109653598832228,0,4021.3845,3928.7898,4131.4224,0.6555,0.4643,0.2579,3828.620992842829,0,False,0.015566826,False,8.297409326838697,False,False,False,False,True,True
14065,2320605949977498240,00:05:17.811,-30:20:45.162,15.53,16.13,17.39,15.02,12.73,3.4,M2.5,--,37.08,22.62,1.64159,0.00139,0.00159,1.64218,---,GP,1.64159,2320605949977498240,2.370000000000001,2320605949977761536,0.04851324,-0.0009689331,1.3243973825017845,-30.345873176212603,4.169950489287883,0.061742596,67.53766,19.116137811777485,2.1208262118319987,1.085167,1322.3063,16.113226,124.91242,7898.473640205876,523.05347,1.3973336,0,0,0,0,2.3648624,1.2556744,1.1091881,,,,,,,12.561640189683906,-79.39234881454223,348.04586472870574,-28.12933417466018,0,3593.5476,3589.419,3598.0957,0.574,0.3843,0.2343,3511.6266253963986,0,False,0.0009689331,False,9.213880429556136,False,False,False,False,True,True
14186,2320550046683235328,00:07:02.189,-30:21:17.877,11.22,11.59,11.92,11.11,10.22,1.36,G1,--,20.21,18.48,3.45726,0.0146,0.01444,3.4654,3.48300,GP,3.45726,2320550046683235328,0.8100000000000005,2320550046683235328,0.12038056,-0.0075359344,1.7592578688316367,-30.35496052795007,4.213399803134486,0.01627343,258.91284,18.583277480294743,2.261952256427699,0.8481488,2248.9734,11.578588,726.5737,288092.7098523686,1055.7279,1.1961008,0,0,0,0,0.79683495,0.31731224,0.4795227,4.244691,1.0870634,1,41.21707,20.92338,15.611427,11.96927823178569,-79.75208958452808,348.42125983282574,-28.30678604236724,0,5909.038,5898.4985,5929.8164,0.1003,0.0848,0.0454,5850.785983140761,0,False,0.0075359344,False,4.7017508851866445,False,False,False,False,True,True
14442,2320780566168018688,00:02:11.798,-30:23:32.143,14.09,14.61,15.44,13.74,11.84,2.78,K7,--,40.33,43.14,6.74961,0.02874,0.02723,6.62952,6.75910,GP,6.74961,2320780566168018688,1.6999999999999993,2320780566168018688,0.066399544,-0.013016701,0.549380198809979,-30.392322412972508,4.239987328079325,0.02489733,170.29887,18.521512396393348,2.2763499169006853,1.0228845,908.54987,14.601518,251.66956,25828.92176701628,333.76047,1.2944074,0,1,0,0,1.6926775,0.80878925,0.88388824,10.552239,4.373313,2,6.234395,,,13.194953277454124,-78.73291324890158,347.34603216987654,-27.869603407844092,0,,,,,,,4077.3221356184204,0,False,0.013016701,False,7.738340470467197,False,False,False,False,True,True
14707,2320584406421507456,00:04:07.663,-30:25:40.521,15.36,15.96,17.38,14.78,12.32,3.64,M3.5,c,44.31,28.65,0.31528,0.00138,0.00125,0.312,0.31194,GACF,0.31194,2320584406421507456,2.5999999999999996,2320584406421507456,0.10191467,-0.015388489,1.0321633058432016,-30.42794712461725,4.168646521174044,0.048168052,86.54381,18.492896581720483,3.016398372919769,1.0874237,1112.3739,15.948315,62.319645,9862.693071840467,414.87598,1.4438128,0,1,0,0,2.642046,1.4566383,1.1854076,,,,,,,12.480729561647777,-79.12766416130498,347.74881053498376,-28.088932292487215,0,,,,,,,3393.649614487804,0,False,0.015388489,False,9.04829002099314,False,True,False,True,True,False
14826,2320779604095346688,00:02:13.223,-30:26:34.173,15.59,16.19,17.66,14.99,12.5,3.69,M3.5,c,45.52,25.35,0.7304,0.00017,0.00017,0.73027,2.73070,GP,0.7304,2320779604095346688,2.67,2320779604095346688,0.27730682,-0.005056381,0.5553195960999193,-30.44285195033803,3.9026790992214306,0.07865822,49.61565,17.735719531553,1.992574586359591,1.5410413,647.3654,16.189754,73.629524,8086.680779589678,240.3044,1.4757967,0,0,0,0,2.6580372,1.4467525,1.2112846,,,,,,,12.937705561477461,-78.72572748960452,347.32547745706256,-27.917031669547434,0,3406.494,3402.754,3409.798,0.759,0.4917,0.3165,3360.408378229273,0,False,0.005056381,False,9.146568698848249,True,True,False,True,True,False
15008,2314824374241137408,00:00:53.400,-30:27:52.931,14.97,15.58,16.68,14.53,12.27,3.3,M1.5,--,54.08,49.23,0.38354,4e-05,4e-05,0.38358,0.38355,GP,0.38354,2314824374241137408,2.1500000000000004,2314824374241137408,0.071481176,-0.02208519,0.22267423962926536,-30.46475853663335,4.285476115958557,0.034141645,125.52049,19.148082897371143,2.2349601590402246,1.0313922,827.7699,15.555567,165.08812,12427.661764678116,314.40726,1.3644192,0,1,0,0,2.1419687,1.0983238,1.0436449,,,,,,,13.176990896778463,-78.44206528619401,347.0246588675762,-27.807578161387596,0,3758.3083,3754.6768,3763.0508,0.5436,0.3739,0.2173,3659.508684617518,0,False,0.02208519,False,8.715562182781047,False,False,False,False,True,True
15264,2320591205353715712,00:05:08.211,-30:29:41.908,11.47,11.85,12.21,11.34,10.4,1.45,G3,--,29.19,26.73,4.05989,0.00985,0.00935,4.05939,4.06350,GP,4.05989,2320591205353715712,0.870000000000001,2320591205353715712,0.1481104,-0.010268211,1.2844164122134154,-30.495023801433536,4.250865642591122,0.014436026,294.4623,18.218992531064064,2.9544353881120253,0.91415054,1725.4088,11.836017,473.6971,233306.37091608,717.04895,1.2011772,0,1,0,0,0.85016346,0.34222603,0.50793743,5.3639994,0.5806466,1,32.10993,,,11.831011302152683,-79.32007309545969,347.93460711634634,-28.24688541149245,0,5665.9785,5647.4824,5685.253,0.0638,0.0532,0.0285,5665.066359792933,0,False,0.010268211,False,4.978403547007574,False,False,False,False,True,True
15270,2320638179411803520,00:07:49.708,-30:29:23.306,11.79,12.21,12.6,11.67,10.62,1.59,G8,--,24.08,20.03,5.27995,0.03264,0.031,5.27075,5.27160,GP,5.27995,2320638179411803520,0.9299999999999997,2320638179411803520,0.15251213,-0.013497353,1.9571814167977495,-30.489776262345455,4.26469002615159,0.013854525,307.8193,18.419237559760226,2.916741716848809,1.0026313,1433.8102,12.194654,388.09442,173453.88092055861,545.4226,1.2076079,0,2,0,0,0.9218178,0.37709904,0.54471874,5.2947583,1.0294288,1,30.624647,5.4671936,20.329014,10.968403555372973,-79.8785241471527,348.52506747462166,-28.504186624301113,0,5398.7935,5347.1953,5431.688,0.0408,0.0336,0.0179,5483.507965341511,0,False,0.013497353,False,5.344091817123182,False,False,False,False,True,True
15279,2320602926320492672,00:04:50.873,-30:29:55.370,14.25,14.76,15.61,13.84,11.72,3.05,M0,c,184.96,178.17,0.25696,1e-05,1e-05,0.25695,0.25700,GP,0.25696,2320602926320492672,1.7699999999999996,2320602926320492672,0.04181844,-0.012958527,1.2121597803799433,-30.49873371082622,4.11392560052772,0.026264776,156.63281,18.73104677063338,3.215040225377508,1.010434,467.83585,14.751751,95.6629,23368.34160018363,147.88736,1.3201014,0,0,0,1,1.7706366,0.845211,0.9254255,-57.821148,9.25717,2,5.2054954,,,11.901032464301126,-79.25907487150899,347.86964679004956,-28.222092171253458,0,4871.927,4860.2637,4883.8164,1.7281,1.303,0.7082,4003.684953196449,0,False,0.012958527,False,7.8230331125753985,False,True,True,True,True,False
15321,2314832689297893120,23:59:15.690,-30:30:00.251,13.75,14.27,15.03,13.44,11.64,2.63,K6,--,26.79,29.55,7.44729,0.02664,0.02763,7.48148,7.46080,GP,7.44729,2314832689297893120,1.5899999999999999,2314832689297893120,0.046361074,-0.009716034,359.8153648547757,-30.50015017999544,4.305590791317296,0.022281865,193.23297,19.127050698181996,2.3389948877588047,1.0524276,1100.093,14.260344,197.30144,33839.56211095967,383.31717,1.277346,0,0,0,0,1.5718651,0.7358551,0.83601,6.02209,3.5726798,2,8.621231,,,13.408606699340401,-78.09243013884532,346.6523912782607,-27.681431603927077,0,4277.024,4269.3857,4284.0947,0.2325,0.1723,0.0915,4201.066509273484,0,False,0.009716034,False,7.430507309451853,False,False,False,False,True,True
15588,2314809255956328192,23:59:03.101,-30:32:00.502,13.9,14.45,15.24,13.6,11.66,2.79,K7,--,18.03,20.39,6.663,0.02131,0.01916,6.58388,6.66020,GP,6.663,2314809255956328192,1.6400000000000006,2314809255956328192,0.05519287,-0.01198101,359.76289556044276,-30.53356201991091,4.2142798234283125,0.025339048,166.31563,18.751450894786128,2.23551118799963,0.93224883,1402.596,14.442306,359.10617,29298.972003173545,470.8935,1.2855009,0,1,0,1,1.6378736,0.77633286,0.8615408,2.587308,3.7902472,2,7.1071134,,,13.30143419979083,-78.04077343072794,346.58983621057877,-27.690978025189658,0,4243.015,4235.5234,4249.1294,0.361,0.2656,0.1416,4143.425573444336,0,False,0.01198101,False,7.565922409347266,False,False,False,False,True,True
15618,2320766684833726592,00:02:16.894,-30:32:26.861,11.64,12.03,12.41,11.51,10.47,1.56,G7,--,27.04,23.2,4.98365,0.02424,0.02291,4.91212,4.98300,GP,4.98365,2320766684833726592,0.9000000000000004,2320766684833726592,0.199954,-0.006333351,0.5705930449252695,-30.540886536025624,4.331188564894179,0.012383652,349.7505,19.11799902099998,2.6665963443458844,0.9427046,1327.9586,12.02531,403.0647,199400.92293034308,519.76483,1.2045449,0,0,0,0,0.8862629,0.35953045,0.52673244,5.203691,1.1228548,1,34.031685,9.966975,11.244384,12.435423861355886,-78.71426715629885,347.28879723795217,-28.010489638296455,0,5491.5938,5487.5737,5496.4375,0.0011,0.0009,0.0005,5573.444665210215,0,False,0.006333351,False,5.20834502175062,False,False,False,False,True,True
15926,2320540803913561088,00:06:17.219,-30:34:31.575,14.33,14.94,15.83,14.02,11.95,2.99,M0,--,35.51,35.33,6.18603,0.02218,0.02085,6.28174,6.26300,GP,6.18603,2320540803913561088,1.8100000000000005,2320540803913561088,0.05960491,-0.0137786865,1.5718916255913429,-30.575429391506837,4.234868928498894,0.027713567,152.80852,18.54287264922426,2.7255687090655156,1.1128573,1046.8666,14.928548,261.95752,19924.127174937483,388.66083,1.3135316,0,3,0,1,1.8071442,0.8780432,0.929101,2.5500257,6.8725557,2,5.7380366,,,11.038396053498527,-79.53601177942859,348.1443065312404,-28.43048532818635,0,4143.952,4070.9514,4175.4243,0.4953,0.3567,0.1938,3963.068245239556,1,True,0.0137786865,False,8.062747725311162,False,False,False,True,True,False
16461,2314771219725893120,00:01:31.406,-30:38:54.047,14.91,15.52,16.73,14.41,12.09,3.43,M2.5,c,48.25,45.47,0.30942,6e-05,6e-05,0.30963,0.30965,GP,0.30942,2314771219725893120,2.3200000000000003,2314771219725893120,0.13295403,-0.01253891,0.3810483336697417,-30.648387909919784,4.133577520741776,0.07041676,58.70161,19.41492167988976,2.5541734093584756,1.9000038,1203.4985,15.502664,189.04935,13929.662776812893,446.9261,1.4116299,0,0,0,0,2.330885,1.2162657,1.1146193,-49.69261,8.543416,2,3.7584608,,,12.117519107567166,-78.52921628927803,347.06892647985666,-28.032943041605932,0,3585.104,3575.4436,3596.5454,0.6668,0.4484,0.2704,3541.6047814849735,0,False,0.01253891,False,8.58429404616519,True,True,False,True,True,False
16794,2320572827189658240,00:03:23.360,-30:41:22.931,13.38,14.01,14.62,13.06,11.24,2.77,K7,c,27.49,27.81,5.66759,0.02679,0.02576,5.71052,5.68890,GP,5.66759,2320572827189658240,1.5599999999999987,2320572827189658240,0.16849935,0.0021705627,0.8474916630693564,-30.689707249239103,4.197752490376372,0.022621483,185.56487,18.23412458223867,2.324907774476734,1.101896,951.8736,14.010776,194.19969,46796.16659428748,138.38681,1.4175125,0,36,0,36,1.5353594,0.5969534,0.938406,-1.1274047,5.183947,2,5.470718,,,11.374450381194684,-78.90543385652512,347.453859729171,-28.250793099876933,0,4365.828,4207.126,4398.1426,0.114,0.085,0.0452,4236.970065933994,1,True,0.0021705627,False,7.125859705850498,False,True,True,True,True,False
17146,2319857319997858944,00:10:31.172,-30:43:00.032,15.03,15.63,16.76,14.57,12.32,3.32,M1.5,--,32.11,21.87,1.72861,0.00156,0.00151,1.72832,1.74150,GP,1.72861,2319857319997858944,2.1900000000000013,2319857319997858944,0.14187942,-0.018147469,2.629593201950335,-30.716494680255924,4.381984180437713,0.039155897,111.91122,19.127305468025668,2.7816500070534063,1.043158,1383.7345,15.613661,171.86606,11987.262461892531,318.4661,1.377859,0,2,0,0,2.1854982,1.1229324,1.0625658,,,,,,,8.669664392625288,-80.35899667815697,348.99620763005925,-28.968615285430882,0,3658.9775,3647.598,3677.3528,0.5211,0.3563,0.209,3629.5007751668745,0,False,0.018147469,False,8.822014839203087,False,False,False,False,True,True
17424,2320558082565935744,00:04:00.467,-30:46:21.302,12.47,12.91,13.4,12.29,10.99,1.92,K2,--,17.26,16.34,7.07229,0.03203,0.03319,6.97725,6.89560,GP,7.07229,2320558082565935744,1.1100000000000012,2320558082565935744,0.10547312,-0.008211136,1.0021205056715288,-30.772642737794897,4.241392393441706,0.018260628,232.2698,18.965278696314687,2.3391202779256197,1.1841375,2220.5388,12.902099,511.8261,97756.03607165569,1186.3217,1.2239183,0,0,0,0,1.0953474,0.46578503,0.6295624,4.912576,1.3515502,2,21.387777,,,10.766265844675766,-79.01020016500662,347.54599235513206,-28.384831613213702,0,4968.294,4956.1577,4978.617,0.0601,0.0479,0.0253,4999.992735918435,0,False,0.008211136,False,6.039640921587141,False,False,False,False,True,True
17980,2320523967641801088,00:07:38.503,-30:50:25.812,14.32,14.88,15.75,13.97,11.99,2.89,K8,--,65.53,61.77,2.32107,0.00148,0.00147,2.32133,2.32200,GP,2.32107,2320523967641801088,1.7799999999999994,2320523967641801088,0.034163862,-0.010552406,1.9103929952958698,-30.840410187921353,4.181905772663087,0.031320795,133.51851,18.40800219738437,3.059589730486727,0.9121673,1407.1727,14.870498,275.11917,20778.887845057063,424.0201,1.3078325,0,1,0,1,1.776082,0.85942364,0.9166584,0.71969074,10.865915,2,5.1873984,,,9.148274417323089,-79.7342406280488,348.3031729243082,-28.798544325889164,0,4057.4104,4052.9827,4062.6238,0.3516,0.2533,0.1379,3993.4359917772053,0,False,0.010552406,False,7.97736891856513,False,False,True,True,True,False
18207,2314565542331796992,00:02:17.035,-30:52:35.788,15.31,15.87,17.01,14.81,12.52,3.34,M2,--,45.62,38.9,4.11706,0.0059,0.00585,4.12441,4.13740,GP,4.11706,2314565542331796992,2.200000000000001,2314565542331796992,0.09124351,-0.015361786,0.5711601415974072,-30.87664823358085,4.225443123902061,0.046226267,91.40784,18.2225388181932,2.227323136546973,1.0289869,844.3544,15.852099,90.00478,9622.376903006218,303.12885,1.372603,0,2,0,0,2.207016,1.1446066,1.0624094,,,,,,,10.786676394329666,-78.62580134885877,347.11746875518503,-28.310357402276793,0,3571.785,3567.3367,3577.7764,0.4558,0.3107,0.1825,3622.2148523838987,0,False,0.015361786,False,8.981460720186034,False,False,False,False,True,True
20343,2314530976435086080,00:01:13.508,-31:10:15.695,15.79,16.43,17.77,15.28,12.89,3.54,M3,--,57.7,38.17,1.0618,0.00412,0.00492,1.06807,1.07034,LS,1.06807,2314530976435086080,2.49,2314530976435086080,0.105918236,-0.023580551,0.3063938944859754,-31.171142937036695,4.256237256081588,0.062290892,68.32841,18.52492344143306,2.8647909723061575,0.9955508,1069.6654,16.403133,125.266464,6244.315392555596,406.49826,1.4181685,0,1,0,2,2.4847565,1.340807,1.1439495,,,,,,,9.699372348354812,-78.32410069514343,346.7360675550131,-28.47044216062102,0,3429.6663,3418.217,3466.0398,0.5812,0.3831,0.2388,3446.9870026534045,0,False,0.023580551,False,9.548262536860014,False,False,False,False,True,True
