EPIC,RAJ2000,DEJ2000,Vmag,Ksmag,__V-K_0,Prot,Per2,Per3,Per4,Amp,LC,Mm,LPer,H10,vsini,PapIII,PapII,Fig,recno,Teff_Mamajek,dr2_source_id,epic_number,tm_name,k2_gaia_ang_dist,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_rv_outlier,flag_fdwarf_outlier,flag_possible_binary,flag_benchmark_period
211038389,56.72391,23.58359,10.55,9.01,1.43,3.5941,nan,0.0,0.0,0.018,3,best,0.0,0,5.3,1,1,Fig,345,5947.455691992418,65004712279475712,211038389,2MASS J03465373+2335009,0.043528342457886116,0.8226509,65004712279475712,0.14882062,0.0050764084,56.72404434206554,23.58335393181007,7.497436461447746,0.015502698,483.6214,20.79610781492648,-45.153767216869234,0.99693227,1793.9615,10.388345,644.37445,871956.7737381787,903.1427,1.2004443,0,0,0,0,0.8150959,0.32340908,0.49168682,5.720363,0.29002896,1,78.885544,nan,nan,166.944033860248,-23.931227890756134,59.74664970607299,3.5711313840799837,0,5723.159,5712.681,5740.62,0.0359,0.0301,0.0161,5925.7227,0,False,0.0050764084,False,4.762908734360089,False,False,False,False,False,False,True
211032994,56.7559,23.49498,11.45,9.56,1.78,5.9306,nan,0.0,0.0,0.038,3,best,5.97,1,6.4,1,1,Fig,361,5472.734893387393,64979732749686016,211032994,2MASS J03470141+2329419,0.17966140245792475,1.0223904,64979732749686016,0.123386405,0.004709244,56.75601002050891,23.494741451278703,7.386528543828836,0.01865727,395.90616,19.0718927796905,-45.023437835823266,0.9098149,1660.6732,11.273634,504.73755,419407.20856360043,741.93604,1.2108651,0,2,0,0,1.0054016,0.42307377,0.58232784,4.5173807,0.6626313,1,48.883865,12.027428,6.076112,167.0331474016591,-23.97682172796679,59.755896370724756,3.47825608585973,0,5225.0713,5199.344,5244.6416,0.0802,0.0651,0.0346,5323.2754,0,False,0.004709244,False,5.615835858980596,False,False,False,False,False,False,True
211081656,56.79189,24.27667,9.46,8.28,1.07,0.775,nan,0.0,0.0,0.004,1,best,0.0,0,85.0,1,1,Fig,375,6552.2048375173445,66729261908482048,211081656,2MASS J03471005+2416360,0.010803295655936669,0.6514597,66729261908482048,0.111288235,0.008270264,56.791988143840086,24.276453622807093,7.357064223916837,0.02060636,357.0288,19.959460137901697,-44.498036812412536,1.0107602,4604.8647,9.376594,2200.74,2041610.59878773,2213.4492,1.1910828,0,0,0,0,0.6450882,0.24145794,0.40363026,nan,nan,-1,nan,nan,nan,166.48435688327746,-23.377190283956377,59.95922917949444,4.233901141732033,0,6233.601,6228.162,6247.5654,0.0046,0.004,0.0022,6386.1055,0,False,0.008270264,False,3.7101163260716987,False,False,False,False,False,False,True
211046446,56.80637,23.71431,12.53,10.1,2.32,7.8496,nan,0.0,0.0,0.042,3,best,8.18,1,5.3,1,1,Fig,377,4914.34363474,65010549138050944,211046446,2MASS J03471352+2342515,0.040758390615555494,1.2762156,65010549138050944,0.053429257,0.002380371,56.80648230098543,23.714085620776036,7.417636325472424,0.013752326,539.3732,19.730513631399994,-45.608867809732224,0.9788415,891.3558,12.215946,272.6311,197378.700041898,340.2128,1.2415788,0,0,0,0,1.2616501,0.5553484,0.7063017,5.9296613,0.54778653,1,26.702385,7.262236,10.2718115,166.90850064555994,-23.78379239415998,59.84910405121618,3.6822097061490773,0,4756.2476,4731.4263,4776.33,0.2164,0.1687,0.089,4722.8955,0,False,0.002380371,False,6.567273881356325,False,False,False,False,False,False,True
211107623,56.89032,24.68422,12.86,10.08,2.67,8.5982,nan,0.0,0.0,0.04,3,best,8.41,1,3.3,1,1,Fig,408,4616.660879735886,66816295125702144,211107623,2MASS J03473367+2441032,0.006352258671755263,1.4201279,66816295125702144,0.07669977,-0.01510334,56.8904124483072,24.683996791687626,7.422158629100373,0.013427517,552.7573,19.582483258933237,-46.27140917710216,0.990435,669.81885,12.540388,180.58145,154682.93652904697,263.51212,1.2563529,0,1,0,0,1.4014874,0.6353884,0.766099,5.1210036,2.0508575,1,22.97627,33.418133,19.86978,166.25836359260313,-23.015297795543084,60.13610721591196,4.61207524383435,0,4763.742,4750.7803,4775.331,0.5828,0.4493,0.2377,4476.4053,0,False,0.01510334,False,6.893039267365491,False,False,False,False,False,False,True
210922592,56.89234,21.74684,12.32,9.9,2.31,7.5554,nan,0.0,0.0,0.031,3,best,7.6,1,0.0,1,1,Fig,409,4923.350425588979,63916431989200256,210922592,2MASS J03473416+2144486,0.0571966011070846,1.2362251,63916431989200256,0.08626937,-0.008986473,56.89244333570318,21.746606304672703,7.637128618750358,0.014081778,542.3412,19.064739272210343,-46.162083625654475,0.88940537,1531.8975,11.985237,407.2837,239134.8322913053,648.5671,1.2334938,0,0,0,1,1.2186346,0.5346861,0.6839485,7.1419425,0.78666633,1,35.958805,15.481597,7.506752,168.4408252520012,-25.173955213195615,59.49760264090605,1.744686680087891,0,4788.7144,4781.8604,4796.2046,0.1429,0.1118,0.0588,4802.425,0,False,0.008986473,False,6.399887645200751,False,False,False,False,False,False,True
211031293,56.90836,23.46805,13.51,10.32,3.08,8.4106,nan,0.0,0.0,0.068,3,best,8.37,1,5.3,1,1,Fig,414,4291.4636584159325,64990586130069504,211031293,2MASS J03473800+2328051,0.0446019888458338,1.5964804,64990586130069504,0.09351067,-0.017790794,56.9084671444444,23.46784903102607,7.272149432844637,0.016218245,448.39313,21.22160226198077,-44.86687402523243,1.1117022,767.11615,13.113663,184.62706,98094.95948340444,266.34158,1.2831869,0,0,0,0,1.5855236,0.7406397,0.8448839,5.6911955,2.2895463,1,17.486193,nan,nan,167.16576843847363,-23.90209671703113,59.886739065685965,3.421524951319959,0,nan,nan,nan,nan,nan,nan,4237.538,0,False,0.017790794,False,7.421976692078472,False,False,False,False,False,False,True
211015308,56.95046,23.21814,11.15,9.3,1.74,5.1371,nan,0.0,0.0,0.009,3,best,5.06,1,2.4,1,1,Fig,427,5521.690916348645,64913452814489216,211015308,2MASS J03474811+2313053,0.09365630229565952,0.9584093,64913452814489216,0.052047215,0.0028629303,56.95058643018479,23.21788377589549,7.411184638689342,0.020458069,362.26218,20.053661610566117,-45.84753613421944,0.90876555,1583.6877,10.945833,683.8287,552923.5720553763,919.26154,1.2078198,0,0,0,0,0.9447975,0.3901968,0.5546007,7.913775,0.49682695,1,51.638233,7.640713,5.141325,167.3822510217442,-24.05975118314354,59.870112199823055,3.169131217687898,0,5467.4204,5459.814,5477.0005,0.1368,0.1126,0.0601,5508.867,0,False,0.0028629303,False,5.295271372203642,False,False,False,False,False,False,True
210945565,56.99175,22.1142,0.0,14.32,7.13,0.3443,nan,0.0,0.0,0.048,1,best,0.0,0,0.0,1,1,Fig,435,-39330.62620733213,64001339197473408,210945565,2MASS J03475802+2206511,0.1861320921314746,3.344696,64001339197473408,0.17180067,-0.009279251,56.99190698106537,22.113993975562888,7.598836153417365,0.2765724,27.475033,19.983522625878948,-46.49981998998993,1.0772028,327.13553,19.091862,8.991962,668.2948888846003,67.3092,1.6386878,0,0,0,1,3.5428677,2.1364803,1.4063873,nan,nan,-1,nan,nan,nan,168.23819699074332,-24.842644946877304,59.66752407766253,2.0832804382147914,0,nan,nan,nan,nan,nan,nan,nan,0,False,0.009279251,False,13.4955971264848,False,False,False,False,False,False,True
211034343,57.08575,23.51708,0.0,13.51,5.93,0.2571,nan,0.0,0.0,0.041,1,best,0.0,0,0.0,1,1,Fig,467,-167.47704968816288,64988803720689408,211034343,2MASS J03482057+2331016,0.2220266651341404,3.3021889,64988803720689408,0.17883,-0.008003235,57.085813664095504,23.51687667697139,7.206584546538967,0.15694188,45.91881,19.379611669304243,-44.93597341377126,1.0376607,550.57104,17.757591,22.188759,2145.067584241439,159.50357,1.5600524,0,3,0,1,3.3266983,1.9883995,1.3382988,nan,nan,-1,nan,nan,nan,167.26022906888454,-23.75583908210661,60.05645354221858,3.4340813581754634,0,3129.1829,3127.498,3131.759,1.1183,0.6709,0.4787,nan,0,False,0.008003235,False,12.046238677929132,False,False,False,False,False,False,True
211029232,57.1438,23.43481,10.33,8.9,1.32,2.885,nan,0.0,0.0,0.015,1,best,2.89,1,14.2,1,1,Fig,485,6119.6105512393715,64941211186036352,211029232,2MASS J03483451+2326053,0.0327161652909831,0.7964411,64941211186036352,0.07875441,-0.0007390976,57.14388698332008,23.434590988620933,7.380077777631508,0.01621292,455.19733,19.371696632671146,-45.077613013343736,0.95619994,1489.5182,10.21041,539.66516,1012976.3385731503,764.18427,1.1962538,0,0,0,1,0.7898922,0.3133793,0.4765129,6.4533243,0.5195707,1,64.93992,19.342512,3.3532255,167.36399521065536,-23.780126200040236,60.09071551344961,3.342220190533363,0,5887.9224,5868.7183,5902.9395,0.0809,0.0684,0.0368,6005.5527,0,False,0.0007390976,False,4.550714812189906,False,False,False,False,False,False,True
211127395,57.16914,25.02226,0.0,13.61,6.34,0.7565,nan,0.0,0.0,0.046,1,best,0.0,0,0.0,1,1,Fig,491,-6030.331285679806,66831172892327680,211127395,2MASS J03484059+2501201,0.1669430921328931,3.3400726,66831172892327680,0.41529226,-0.03699875,57.16924995575434,25.022027265858245,7.127345638109044,0.14876708,47.909424,19.989028341757596,-44.09367382580041,0.9548437,592.5812,18.0745,10.250685,1649.8931220755398,149.42075,1.574247,0,2,0,3,3.6694412,2.2991982,1.3702431,nan,nan,-1,nan,nan,nan,166.21475530747037,-22.594983121807687,60.45760995321044,4.8870757094859005,0,3091.984,3091.0183,3093.5698,1.4673,0.8661,0.6268,nan,0,False,0.03699875,False,12.33913823157468,False,False,False,False,False,False,True
211041750,57.25477,23.63769,0.0,13.58,5.97,0.3242,nan,0.0,0.0,0.031,1,best,0.0,0,0.0,1,1,Fig,511,-551.4677943886636,64997187496822912,211041750,2MASS J03490114+2338158,0.16266388518104813,3.3604965,64997187496822912,0.1613046,-0.014415741,57.254848933906466,23.637477098863307,7.406563177256344,0.15276346,48.483868,19.64784256494785,-45.61113132238155,0.8294257,719.259,17.813745,15.0473,2027.9995025652968,156.47375,1.5636194,0,1,0,1,3.2330704,1.8995514,1.333519,nan,nan,-1,nan,nan,nan,167.295071760948,-23.562118785010224,60.234101665021825,3.518362098086166,0,3092.4253,3091.3237,3094.1472,0.9186,0.5483,0.3972,nan,0,False,0.014415741,False,12.161829157043215,False,False,False,False,False,False,True
211017570,57.2597,23.25246,11.71,9.7,1.9,6.1535,nan,0.0,0.0,0.014,3,best,3.06,1,4.0,1,1,Fig,512,5333.184950950379,64923279699744256,211017570,2MASS J03490232+2315088,0.06820271918420906,1.0635023,64923279699744256,0.1195904,0.003455162,57.25981898022836,23.25223911265763,7.266831729278644,0.020944558,346.9556,19.730996700492646,-44.42819858102819,1.1447881,1191.4037,11.473286,638.9845,356801.1702236401,824.6712,1.2188563,0,23,0,21,1.0477657,0.44130993,0.6064558,5.032039,0.6312849,1,43.147152,10.859518,6.2828646,167.5848298513946,-23.841468443558526,60.155399172610636,3.141193788462692,0,5233.2783,5209.799,5245.6064,0.1817,0.147,0.078,5210.5894,0,False,0.003455162,False,5.780011193992387,False,False,False,False,False,False,True
210933044,57.26231,21.91312,0.0,13.37,5.74,0.6738,nan,0.0,0.0,0.024,1,best,0.0,0,0.0,1,1,Fig,513,1259.733152175556,63937700667501184,210933044,2MASS J03490295+2154472,0.1819194567884336,3.3538055,63937700667501184,0.20248973,-0.0027980804,57.26243407904011,21.91285584411192,7.744726504099485,0.122820474,63.05729,20.125013625659694,-48.426741461830574,0.9976961,789.95624,17.505104,16.494383,2666.7144026286755,173.72707,1.5389317,0,1,0,2,3.3087254,1.9865761,1.3221493,nan,nan,-1,nan,nan,nan,168.59136358787072,-24.817601536378017,59.86907219376487,1.8327106321419349,0,3165.7012,3163.8525,3168.2935,1.1729,0.7096,0.4981,nan,0,False,0.0027980804,False,11.950134493779286,False,False,False,False,False,False,True
211025773,57.31506,23.38038,19.47,13.41,5.95,0.5256,nan,0.0,0.0,0.032,1,best,0.0,0,37.0,1,1,Fig,524,-355.392146922939,64942001460286080,211025773,2MASS J03491561+2322495,0.18952300025969265,3.3867836,64942001460286080,0.12544428,-0.008073807,57.315180555656895,23.38016998746235,7.436806910305677,0.12998131,57.214436,20.16036278151955,-46.2237778208242,1.0598555,751.1341,17.678764,22.826378,2304.6179171599656,245.37589,1.5574402,0,1,0,0,3.3386822,2.001316,1.3373661,nan,nan,-1,nan,nan,nan,167.53035136085407,-23.713150067107506,60.23271163707542,3.2551782026981284,0,3131.13,3128.0217,3134.981,1.0723,0.6435,0.4613,nan,0,False,0.008073807,False,12.035696871193027,False,False,False,False,False,False,True
211089419,57.31996,24.39613,7.52,7.24,0.17,0.2652,nan,0.0,0.0,0.005,1,best,0.0,0,0.0,1,1,Fig,526,8347.329335838715,66746441777612416,211089419,2MASS J03491679+2423461,0.016766281625481237,0.14096451,66746441777612416,0.15656191,0.01467371,57.32010689706659,24.39593347467187,7.012849082916408,0.026206704,267.5975,19.735690455662137,-44.081448971829964,0.880397,2988.4766,7.525846,1513.7196,8467992.04797305,1976.3761,1.1623267,0,0,0,0,0.13290787,0.03550625,0.09740162,0.14720935,1.4555992,1,238.21713,248.68051,9.723376,166.78289691354163,-22.964281709489324,60.4562408308869,4.246160297627049,0,10021.973,10001.087,10044.897,0.3428,0.3274,0.1742,nan,0,False,0.01467371,False,1.7553184692196488,False,False,False,False,False,False,True
211051330,57.388,23.79542,10.93,9.19,1.63,4.9432,nan,0.0,0.0,0.014,3,best,4.88,1,3.5,1,1,Fig,545,5663.092340971905,66501181966524800,211051330,2MASS J03493312+2347435,0.04146529551775702,0.8950987,66501181966524800,0.1371852,-0.00090789795,57.38809269499062,23.795195713242105,7.263685576556919,0.016816406,431.94043,19.92369547226627,-43.75212075508752,1.1350733,2318.4453,10.746968,665.79584,647105.956458733,904.5613,1.2040825,0,0,0,0,0.8867178,0.3602066,0.5265112,7.1495905,0.34592155,1,75.521484,8.96128,5.3936205,167.27579148502483,-23.363513239711516,60.387473865647195,3.646134442926085,0,5760.6104,5756.323,5764.767,0.2011,0.1678,0.0896,5701.547,0,False,0.00090789795,False,5.052753452336098,False,False,False,False,False,False,True
211046293,57.43137,23.71188,0.0,6.25,-0.19,0.1765,nan,0.0,0.0,0.002,1,best,0.0,0,0.0,1,1,Fig,555,8880.243906303516,66453490649681280,211046293,2MASS J03494353+2342427,0.014514257119620599,-0.044172764,66453490649681280,0.10129942,0.013818741,57.431468357888065,23.711649593760512,7.46248486399861,0.047006264,158.75513,17.868504681193286,-45.57243824211501,1.0356296,3183.912,6.1591687,1060.5029,26770040.475123167,1596.9329,1.1589736,0,0,0,6,-0.049655914,-0.030051708,-0.019604206,nan,nan,-1,nan,nan,nan,167.369409156852,-23.397748729323197,60.408355212206864,3.556013255693184,0,10090.473,10088.899,10091.514,0.0074,0.0071,0.0038,nan,0,False,0.013818741,False,0.5235860365850549,False,False,False,False,False,False,True
211045933,57.45982,23.70563,11.49,9.55,1.83,6.8472,nan,0.0,0.0,0.019,3,best,6.93,1,5.1,1,1,Fig,557,5413.291836520378,66452769091505024,211045933,2MASS J03495035+2342202,0.07154457269845595,1.0337391,66452769091505024,0.1360631,0.011879921,57.459924115814104,23.705388529695107,7.208992297855638,0.020567656,350.5014,19.586708265427433,-44.02362241603657,1.1626065,1485.7249,11.35299,740.247,394130.3603714316,1025.3113,1.2176034,0,0,0,0,1.0198593,0.4256649,0.5941944,5.565687,0.5212865,1,58.955093,10.558032,4.65541,167.39484808081744,-23.384600337070907,60.43250683895313,3.544310421260808,0,5164.0254,5153.216,5185.8525,0.0193,0.0155,0.0082,5291.6196,0,False,0.011879921,False,5.6423629580524235,False,False,False,False,False,False,True
211015348,57.48536,23.21864,10.27,8.82,1.34,2.1762,nan,0.0,0.0,0.012,1,best,2.12,1,13.8,1,1,Fig,562,6087.467013422551,64924413571101952,211015348,2MASS J03495648+2313071,0.03160640115843069,0.7858448,64924413571101952,0.11146198,0.004377365,57.485491827507374,23.21843142395095,6.921465300774905,0.017078437,405.27512,18.921303017911203,-43.200525582216834,1.0655763,2840.2102,10.138832,1316.768,1078733.0587672126,1849.552,1.1981905,0,45,0,45,0.77880955,0.30558777,0.47322178,6.629463,0.5865756,1,85.932045,14.982256,2.945453,167.7757867130235,-23.72480379800471,60.35095368816203,3.0636353568195873,0,6026.277,6008.7554,6045.9272,0.157,0.1334,0.0718,6037.3477,0,False,0.004377365,False,4.339822322282034,False,False,False,False,False,False,True
210830104,57.64106,20.32744,0.0,14.0,6.78,1.128,nan,0.0,0.0,0.024,1,best,0.0,0,0.0,1,1,Fig,583,-19548.375143820285,51200343792868096,210830104,2MASS J03503385+2019387,0.07743053097635648,3.4317322,51200343792868096,0.0653765,-0.03919983,57.64117285125114,20.32719325648752,8.136098565851023,0.21675938,37.535164,21.82719925998928,-50.27707923289776,1.0195423,614.76166,18.629,10.933329,1025.3323692729418,128.48485,1.6444483,0,0,0,1,3.512085,2.103819,1.4082661,nan,nan,-1,nan,nan,nan,170.08537125948732,-25.719746475945378,59.874763311804124,0.2081795144560586,0,2902.2363,2893.7886,2909.4805,0.7159,0.4071,0.321,nan,0,False,0.03919983,False,13.181080716407868,False,False,False,False,False,False,True
211053255,57.82023,23.8266,12.41,9.95,2.35,7.9471,nan,0.0,0.0,0.017,4,best,7.96,1,5.4,1,1,Fig,604,4887.5344093109015,66480944080770176,211053255,2MASS J03511685+2349357,0.27741816775931394,1.2459354,66480944080770176,0.0847846,-0.005747795,57.82037107284832,23.826399611095386,7.332011141563543,0.017303022,423.74164,19.840058870006157,-46.76124451832967,1.1693642,2160.5977,12.090216,753.8556,218535.79791209198,883.04614,1.2367243,0,1,0,0,1.2307539,0.5396271,0.6911268,5.824165,0.81923825,1,37.789024,nan,nan,167.56748618589617,-23.071076882293603,60.781284662182046,3.592166821245361,0,4862.647,4852.729,4890.7495,0.1586,0.1238,0.0651,4782.6284,0,False,0.005747795,False,6.416331264158714,False,False,False,False,False,False,True
211124025,58.23298,24.96166,0.0,14.32,6.42,0.0925,nan,0.0,0.0,0.055,1,best,0.0,0,0.0,1,1,Fig,645,-7801.94115471423,66695688147432832,211124025,2MASS J03525591+2457419,0.0723984967608512,3.4964905,66695688147432832,0.47658718,-0.0138549805,58.233085510389145,24.961471693181505,7.418578701587108,0.23560652,31.487154,19.220914096946395,-46.55892535458558,0.9780595,516.23364,18.756567,8.042566,872.5901968266468,84.602066,1.5688976,0,1,0,1,3.568451,2.2077541,1.3606968,nan,nan,-1,nan,nan,nan,167.02491063350544,-21.985490417392,61.389943564501415,4.622266061816304,0,nan,nan,nan,nan,nan,nan,nan,0,False,0.0138549805,False,13.108170543112859,False,False,False,False,False,False,True
211101218,58.50155,24.58056,0.0,13.9,6.64,0.2184,nan,0.0,0.0,0.065,1,best,0.0,0,0.0,1,1,Fig,661,-14145.01334834042,66623605713181184,211101218,2MASS J03540037+2434500,0.06013517835985938,3.7455063,66623605713181184,0.9866117,-0.007499695,58.50166129570049,24.580373961038816,7.660626561278848,0.20779648,36.866005,18.511826027677742,-45.62902829463068,1.0804759,481.1716,18.432491,9.544054,1220.158492433,122.850975,1.6273998,0,0,0,1,3.5716114,2.1709747,1.4006367,nan,nan,-1,nan,nan,nan,167.49820718447478,-22.096132538800855,61.54913901960846,4.1985779205207505,0,nan,nan,nan,nan,nan,nan,nan,0,False,0.007499695,False,12.853812762257482,False,False,False,False,False,False,True
211086170,58.56499,24.34605,0.0,13.71,6.23,0.1836,nan,0.0,0.0,0.076,1,best,0.0,0,0.0,1,1,Fig,666,-3978.5049772533785,66584465673208448,211086170,2MASS J03541559+2420458,0.08348053117272948,3.4464855,66584465673208448,0.07972378,-0.006177902,58.56509212328293,24.34590218311951,5.953267267556284,0.15957467,37.307095,16.221593561052355,-39.28506554078599,1.0497488,490.80826,18.146212,17.36112,1528.5799295554127,158.54022,1.5789338,0,3,0,3,3.434618,2.0755806,1.3590374,nan,nan,-1,nan,nan,nan,167.7175295421326,-22.226719160825862,61.556820739072904,3.9572238216314095,0,3045.4578,3038.881,3091.721,0.8735,0.5148,0.3824,nan,0,False,0.006177902,False,12.019988525749683,False,False,False,False,False,False,True
211069011,58.58997,24.07564,9.75,8.42,1.22,0.8817,nan,0.0,0.0,0.012,1,best,0.0,0,0.0,1,1,Fig,668,6285.903282687366,65819965792011904,211069011,2MASS J03542159+2404323,0.03833600097828722,0.7036648,65819965792011904,0.13637479,0.006511688,58.590039916938494,24.075488278861247,7.38953573788731,0.015949212,463.31668,19.32826700251732,-45.65249948875221,0.99219394,3432.4004,9.597126,1134.7474,1708196.4384719725,1679.7164,1.1934228,0,12,0,0,0.6966171,0.26604176,0.43057537,5.178872,1.0737649,1,124.36629,59.742805,9.3503065,167.9366872452599,-22.407099378037913,61.52279847722101,3.687985950610939,0,6164.582,6146.861,6180.6035,0.0696,0.0598,0.0323,6266.799,0,False,0.006511688,False,3.940211776315806,False,False,False,False,False,False,True
211060762,58.61711,23.94344,0.0,13.75,5.99,0.3486,nan,0.0,0.0,0.08,1,best,0.0,0,0.0,1,1,Fig,674,-755.98061640171,65814979333012352,211060762,2MASS J03542810+2356363,0.15418569121184908,3.3338032,65814979333012352,0.23513965,-0.031347275,58.61721631631697,23.943195602541135,7.347398824127069,0.17316595,42.429813,19.161216207733634,-45.28122285091688,1.0999233,562.1629,18.008188,19.254019,1731.5291493075024,124.44488,1.5741065,0,0,0,2,3.4443207,2.0879536,1.3563671,nan,nan,-1,nan,nan,nan,168.05485705878644,-22.485771533360737,61.519607066965534,3.5534218708084984,0,nan,nan,nan,nan,nan,nan,nan,0,False,0.031347275,False,12.338856319787142,False,False,False,False,False,False,True
211102300,58.66299,24.5985,0.0,13.77,6.09,0.2253,nan,0.0,0.0,0.04,1,best,0.0,0,0.0,1,1,Fig,678,-1915.264077455493,66624357329718400,211102300,2MASS J03543911+2435546,0.1410281685144409,3.3338776,66624357329718400,0.22194758,-0.006164551,58.66312909035236,24.59833239982543,7.510723470118595,0.16433607,45.703438,19.71072528492776,-45.13944888373919,1.1410297,614.388,18.06076,12.539308,1659.5868806760238,189.1971,1.5755893,0,0,0,0,3.5286007,2.1657352,1.3628654,nan,nan,-1,nan,nan,nan,167.59992497594763,-21.982157227156524,61.69688449989848,4.18561817414269,0,3032.7412,3023.6013,3043.5107,0.9967,0.5841,0.4371,nan,0,False,0.006164551,False,12.439169360129792,False,False,False,False,False,False,True
211067702,59.38879,24.05319,12.11,9.86,2.14,7.798,nan,0.0,0.0,0.021,4,best,0.0,0,0.0,1,1,Fig,713,5082.681824140426,65787289680918528,211067702,2MASS J03573331+2403114,0.03072661939624164,1.1547127,65787289680918528,0.04672632,-0.0064878464,59.38888478791151,24.052986460733216,7.284318379289529,0.019256461,378.27917,18.76077290795085,-45.312683297975326,1.0724282,1794.067,11.822466,666.2135,268755.36468080705,832.6051,1.227333,0,0,0,0,1.1356583,0.48769474,0.6479635,6.951392,0.9596936,1,33.865192,10.139419,9.013637,168.52149815220437,-21.917996370005646,62.23345471961021,3.5161875301448178,0,4996.538,4988.6636,5010.8,0.1698,0.1352,0.0714,4981.641,0,False,0.0064878464,False,6.134410493908682,False,False,False,False,False,False,True
210947280,59.45568,22.14204,0.0,13.9,6.6,0.8022,nan,0.0,0.0,0.032,1,best,0.0,0,0.0,1,1,Fig,719,-12811.618359257991,53296592774129920,210947280,2MASS J03574936+2208313,0.1384063964531998,3.5235748,53296592774129920,0.33049452,-0.034410477,59.45576360635641,22.141790980091187,7.344856422396257,0.22825226,32.17868,19.269336758163742,-47.208339857197,1.0322586,576.0245,18.540195,9.276757,1113.0208520690105,137.26208,1.6320268,0,2,0,0,3.6547413,2.2461834,1.4085579,nan,nan,-1,nan,nan,nan,170.01787727240674,-23.23994473882952,61.90620766566337,1.6321527292475608,0,2943.9197,2943.6692,2948.115,0.9292,0.5318,0.422,nan,0,False,0.034410477,False,12.870112018087895,False,False,False,False,False,False,True
211006027,59.62907,23.07028,0.0,13.13,6.03,0.2924,nan,0.0,0.0,0.024,1,best,0.0,0,0.0,1,1,Fig,722,-1191.4582160304763,65467778474649856,211006027,2MASS J03583097+2304130,0.1326589214537395,3.3761234,65467778474649856,0.13585126,-0.030349731,59.62918552417765,23.070053029348177,7.4917930357404465,0.10981481,68.22207,17.929924888051566,-45.93978898461717,1.0469584,909.65204,17.431618,31.148369,2890.7919366479523,314.24747,1.546511,0,0,0,1,3.4309998,2.094736,1.3362637,nan,nan,-1,nan,nan,nan,169.4336304066929,-22.46699546075112,62.25053151200698,2.5090216619448733,0,3163.6667,3162.5242,3165.1921,1.3432,0.8056,0.5764,nan,0,False,0.030349731,False,11.804546593227894,False,False,False,False,False,False,True
211000887,60.46225,22.98777,0.0,13.87,7.05,0.2352,nan,0.0,0.0,0.033,1,best,0.0,0,0.0,1,1,Fig,745,-33882.52849366197,53465573967635456,211000887,2MASS J04015094+2259159,0.05985750464640157,3.412094,53465573967635456,0.43707338,-0.0078086853,60.462339847102015,22.98754147358761,7.519127412921546,0.23098686,32.552185,19.072237960946527,-46.84703018955845,0.98501277,531.54407,18.67558,14.152519,1000.6156949500481,135.63094,1.6689816,0,1,0,3,3.576971,2.1486187,1.4283524,nan,nan,-1,nan,nan,nan,170.0837149962356,-21.984723492890584,62.98622692235968,2.2757370135332575,0,3001.1292,3000.3005,3002.9006,2.9868,1.7383,1.1859,nan,0,False,0.0078086853,False,13.05641629146241,False,False,False,False,False,False,True
